b0,b1,b2,b3,b4,b5
100,206,2,181,72,31
127,96,134,6,134,40
46,41,225,201,232,137
104,230,110,228,170,204
183,253,87,96,31,230
128,128,174,6,7,200
40,33,97,225,142,136
138,78,102,123,74,170
55,127,249,102,0,46
168,1,207,224,9,64
128,111,6,2,196,40
29,49,224,157,72,134
159,102,46,134,169,206
47,233,73,192,239,105
4,198,236,53,44,209
125,213,206,25,249,72
168,47,103,225,198,160
137,47,134,109,194,42
217,25,253,172,168,27
215,224,177,224,135,72
134,39,102,41,166,169
235,175,232,243,192,228
81,4,179,204,55,81
81,103,207,206,161,65
79,143,15,66,68,71
27,51,36,181,85,183
127,251,102,0,54,168
1,111,224,14,192,128
77,6,3,92,40,23
145,224,226,200,132,157
102,54,158,169,110,143
238,206,64,205,75,5
95,116,63,134,113,2
42,76,25,251,80,168
55,199,225,97,32,142
141,134,78,90,43,75
185,247,115,40,102,85
226,171,248,159,240,38
128,65,174,3,11,200
20,113,96,242,78,132
91,78,51,183,73,83
103,111,214,166,193,239
173,8,195,220,101,17
146,188,202,223,21,125
132,254,26,52,8,185
112,103,46,66,165,203
31,185,116,131,46,118
21,202,104,249,122,228
46,60,177,201,23,73
108,231,110,212,166,205
247,173,88,99,223,162
145,131,158,202,18,141
120,222,94,37,139,137
186,114,107,58,90,245
59,188,125,51,18,29
84,216,159,245,166,128
123,174,2,51,200,25
81,96,175,206,135,193
78,33,15,73,140,71
106,83,38,251,213,172
49,251,209,72,49,207
97,73,70,143,111,46
70,197,203,45,57,117
221,46,121,157,202,42
153,121,254,174,40,15
201,224,65,104,131,14
230,20,76,168,243,87
228,87,224,179,224,135
80,134,39,198,41,161
41,235,141,232,242,88
228,91,164,179,179,183
83,83,103,215,214,161
225,239,136,136,194,102
101,26,170,188,191,255
23,0,4,228,0,52
176,1,119,64,14,103
0,74,164,3,127,176
22,3,64,232,23,4
224,228,52,132,177,118
55,78,105,103,74,238
167,124,207,166,21,67
168,255,19,228,4,208
176,53,199,65,121,39
14,45,164,73,219,179
105,179,86,235,87,236
247,224,212,96,133,242
134,56,94,41,35,137
237,146,104,218,218,229
189,188,187,27,23,52
180,229,119,116,190,102
119,10,170,100,127,250
178,0,63,88,1,7
160,12,35,128,81,146
3,202,216,17,125,160
206,27,133,72,178,63
103,89,6,167,172,47
163,209,195,145,201,18
201,108,221,110,213,158
205,250,141,88,62,95
161,11,131,140,114,18
82,88,219,219,165,177
179,187,75,83,55,119
213,102,97,254,170,136
15,254,96,64,10,131
0,126,20,2,8,240
24,100,64,162,179,7
159,84,34,135,241,158
32,74,137,131,126,106
22,10,248,232,124,36
226,17,180,152,203,118
165,118,111,190,106,195
10,253,20,124,28,242
16,148,88,198,243,165
44,83,189,211,211,25
209,212,169,201,247,233
104,96,238,226,132,204
158,53,86,137,127,238
110,0,202,200,5,125
96,62,30,129,8,142
12,102,72,82,171,99
223,246,145,128,110,202
2,205,120,29,94,32
159,137,134,130,106,46
26,249,200,188,41,103
17,238,164,200,207,181
101,67,126,191,22,15
4,232,68,52,227,49
116,149,78,118,255,74
108,7,122,208,38,61
193,169,25,11,236,172
112,215,210,69,225,219
56,137,181,38,107,125
170,246,27,252,104,176
18,231,64,220,167,5
151,164,58,227,177,60
147,77,22,215,92,237
231,148,216,162,245,167
156,123,162,146,51,158
217,82,141,175,222,91
193,139,177,10,115,76
122,87,82,59,231,217
48,161,173,71,139,223
34,113,133,154,74,58
187,121,63,54,45,5
105,220,62,233,145,12
234,204,84,253,83,244
31,208,112,129,194,70
9,27,40,108,181,226
215,120,157,230,38,152
169,174,167,235,207,160
241,67,132,79,18,51
68,217,87,53,175,229
123,192,190,49,7,9
76,36,111,81,178,199
203,93,33,119,157,142
98,154,74,158,187,126
143,54,14,69,104,75
62,227,117,12,150,124
86,234,19,236,248,208
212,37,197,241,185,56
75,45,35,117,221,150
121,154,234,42,188,249
255,20,40,4,241,224
52,72,129,115,102,14
86,168,75,239,227,112
192,150,69,6,235,60
44,245,17,212,124,201
242,21,104,88,254,227
164,12,147,176,86,211
67,237,215,16,217,228
197,168,181,59,231,125
48,166,29,71,168,159
35,230,133,144,174,58
199,201,61,33,109,29
142,220,154,77,150,187
90,239,55,188,197,99
21,62,148,253,14,244
28,76,112,147,82,70
215,219,45,225,181,216
139,121,166,118,43,170
105,243,250,232,80,60
227,193,20,145,12,246
204,84,109,83,242,223
208,93,129,195,154,9
18,184,108,223,34,213
133,157,250,58,152,57
62,161,45,15,141,220
66,89,147,27,170,212
179,253,247,80,24,103
192,162,161,7,159,140
34,130,81,158,27,202
136,177,126,103,78,10
167,72,127,167,98,3
166,152,19,174,160,211
207,133,209,66,57,207
25,41,68,173,239,55
216,197,97,165,62,139
189,14,115,28,74,84
147,123,246,214,48,109
233,66,216,239,29,164
196,155,181,54,179,125
111,86,30,199,232,141
32,230,93,132,171,154
55,242,185,96,95,46
131,133,206,18,57,72
217,47,101,173,198,187
217,47,49,173,197,75
217,63,113,173,6,75
220,43,113,145,246,74
200,107,125,98,246,30
156,104,142,146,230,78
220,171,77,151,247,90
224,103,188,130,163,22
31,148,232,130,244,230
28,116,168,146,119,230
218,96,173,186,135,219
62,33,181,9,139,124
106,118,18,250,104,220
58,229,145,60,186,205
23,61,92,229,31,148
188,130,247,22,28,100
232,146,180,230,223,116
173,134,119,218,42,97
185,250,139,40,62,117
225,10,120,140,122,38
82,57,171,217,43,241
173,240,75,216,67,113
163,22,75,148,235,114
244,246,92,116,107,146
114,242,218,92,93,187
147,155,50,210,181,93
223,127,153,134,2,170
40,31,249,224,128,40
134,1,230,40,8,169
224,103,232,130,160,230
31,132,168,130,55,230
25,96,168,174,135,231
206,32,161,73,135,143
106,34,70,249,155,44
42,181,209,255,121,200
6,41,96,41,238,129
232,206,8,229,72,100
191,98,183,6,159,100
46,134,177,206,47,73
73,199,111,105,38,198
237,173,44,219,221,213
177,153,251,74,168,55
127,225,102,0,142,168
6,79,224,43,64,129
247,6,8,100,40,98
177,226,159,72,158,135
102,142,38,174,73,175
203,107,193,118,241,14
108,76,74,211,83,125
215,214,25,225,232,168
136,231,230,100,160,170
183,135,255,98,32,6
153,128,46,170,1,207
248,9,64,32,111,1
130,196,10,29,48,120
157,66,38,159,25,174
132,171,206,55,241,73
96,79,110,131,70,206
23,45,72,229,223,100
185,134,183,42,47,101
249,198,184,41,47,33
237,197,136,217,58,101
173,58,187,221,63,49
157,5,74,156,63,126
145,6,14,204,40,77
81,227,95,200,151,129
102,226,14,172,152,79
214,163,65,239,151,8
194,228,101,28,178,188
151,95,22,231,132,236
162,52,215,153,117,226
174,120,159,202,38,129
121,174,14,43,200,73
241,99,104,78,150,227
78,236,151,76,214,231
85,236,167,248,215,160
37,227,129,184,146,11
38,216,117,173,162,123
219,154,49,178,185,75
95,47,119,133,198,98
57,42,153,45,254,173
216,15,217,160,65,171
131,11,242,20,112,88
242,67,164,91,19,179
180,211,83,117,215,214
121,225,234,40,136,249
230,100,40,170,177,231
255,72,160,7,103,128
38,162,1,175,152,11
194,160,113,31,130,76
130,27,86,24,183,232
167,96,231,166,132,163
174,55,147,201,98,209
110,157,206,206,153,77
78,175,95,79,199,135
65,34,39,13,153,164
90,171,179,191,243,83
0,87,212,3,225,240
16,136,64,198,99,5
42,148,61,254,241,24
12,76,160,83,87,131
215,226,17,224,152,200
134,165,102,47,190,169
195,15,233,20,64,236
243,4,212,84,53,243
241,120,80,78,35,195
73,145,23,106,204,230
253,84,172,31,247,208
128,97,198,2,137,40
30,109,224,138,216,134
125,166,42,27,169,248
179,232,39,80,225,167
196,139,161,54,115,141
106,82,94,251,219,140
49,178,81,75,91,207
119,177,70,99,79,42
151,69,254,231,56,12
165,32,87,189,131,227
26,16,148,184,198,247
37,44,101,189,210,187
25,223,52,169,133,119
234,62,96,249,10,132
44,126,49,210,9,73
216,111,105,162,198,235
157,44,242,157,212,94
153,243,142,168,82,79
227,219,64,145,183,6
203,100,45,118,177,222
111,73,138,199,106,125
38,250,29,172,56,155
209,38,177,205,175,73
91,199,111,177,38,195
77,173,23,91,220,231
177,148,163,74,247,151
124,98,230,18,156,168
222,151,229,142,224,186
76,135,59,86,37,55
233,189,96,235,30,132
244,142,52,118,73,114
107,110,90,246,203,188
109,115,18,222,84,221
139,245,154,112,122,186
66,63,59,25,5,52
172,61,119,209,30,97
204,138,137,86,126,111
234,10,192,248,125,4
34,28,49,152,145,74
166,207,127,173,70,3
223,40,17,133,224,202
56,133,121,38,62,45
169,9,219,236,105,176
210,235,69,220,247,57
148,101,42,242,189,252
95,24,19,132,160,210
55,133,217,98,57,174
153,43,206,173,241,79
216,79,65,163,71,11
151,36,114,229,178,92
187,91,151,55,178,229
99,92,190,151,151,14
226,228,76,156,179,86
151,87,238,231,224,204
160,133,87,134,63,226
41,0,153,236,6,168
208,47,229,193,192,185
9,7,44,108,37,210
209,185,221,203,41,153
117,234,174,120,255,202
36,1,121,176,14,43
64,73,247,3,104,100
22,226,176,236,159,68
214,135,53,238,37,120
201,190,37,107,9,190
244,107,12,114,244,82
92,115,219,146,81,178
219,203,93,177,119,155
78,98,183,74,159,103
126,134,166,14,47,168
73,195,227,105,16,150
236,198,236,213,44,213
253,213,248,25,248,32
168,33,135,225,138,32
138,121,134,122,42,42
57,249,249,40,40,45
225,225,216,136,137,166
102,107,170,170,243,255
252,80,0,19,192,0
209,0,5,204,0,57
80,1,47,192,13,193
0,89,12,3,172,80
19,211,192,209,209,5
201,204,57,105,81,46
239,205,204,193,89,85
15,175,252,67,192,19
17,0,212,204,5,245
80,56,127,193,34,1
13,152,12,90,160,83
191,131,211,2,17,212
24,201,240,165,104,71
190,227,35,12,149,148
86,250,243,236,60,80
209,19,197,204,209,57
85,205,47,249,93,192
47,153,1,194,172,9
31,208,108,129,194,214
9,29,232,108,152,226
214,164,157,239,182,152
195,110,165,22,207,188
237,67,20,223,20,245
132,244,122,52,114,57
114,89,46,91,173,203
179,217,115,81,174,87
203,203,225,113,112,142
78,70,75,75,43,119
117,246,102,120,106,170
34,255,249,156,0,42
144,1,254,192,8,13
0,96,92,2,131,144
30,18,192,136,221,6
101,156,42,186,145,255
62,200,5,13,96,60
94,129,19,142,12,210
72,85,219,99,249,182
144,43,110,193,246,205
8,109,92,98,223,146
157,130,222,154,29,142
184,154,79,38,187,69
175,55,59,197,101,49
62,189,77,15,31,92
68,135,147,54,34,213
105,157,254,234,152,12
254,160,84,15,131,240
66,16,67,24,195,20
165,20,247,188,244,99
20,114,148,242,94,244
91,140,115,178,82,83
91,219,215,177,177,227
75,72,151,119,102,230
102,172,170,175,215,255
193,224,1,8,128,12
102,0,82,168,3,223
224,17,128,128,202,6
5,120,40,62,33,225
9,136,140,106,102,82
250,171,220,63,241,145
0,74,204,3,125,80
22,31,192,232,129,4
230,12,52,168,81,119
227,206,96,145,74,134
207,126,45,70,9,223
40,105,133,226,234,56
156,249,38,148,45,174
241,219,204,73,177,83
107,79,214,247,65,236
103,8,210,164,101,223
178,185,131,95,42,23
133,248,226,56,36,153
33,182,173,139,111,218
118,193,186,109,11,58
220,117,61,146,125,26
218,28,189,184,151,27
38,228,181,172,183,123
215,102,49,230,169,72
175,239,103,192,198,161
5,47,140,61,194,81
25,27,204,172,177,87
215,79,225,231,64,136
167,6,103,164,42,163
177,255,147,72,2,215
96,29,230,128,152,174
6,167,200,47,161,97
195,142,137,18,78,108
219,74,213,183,125,251
102,24,54,168,161,111
231,142,192,162,77,7
155,92,34,183,145,159
98,202,134,157,126,46
158,9,206,136,105,78
98,239,74,156,199,126
149,38,14,253,168,76
27,227,80,176,151,199
70,225,39,44,141,165
214,91,185,235,179,40
243,85,228,87,248,179
224,39,80,129,167,198
11,161,40,115,141,226
82,88,155,219,166,177
179,175,75,83,199,119
209,38,97,205,170,137
91,254,111,176,10,195
64,125,23,2,28,228
24,148,176,166,247,71
172,103,35,210,165,145
223,186,201,131,61,106
21,30,248,252,140,36
22,81,176,235,203,68
241,119,52,78,101,115
74,190,87,127,11,230
4,112,168,50,71,225
91,32,143,181,134,67
122,43,22,57,244,233
40,116,237,226,116,216
154,117,166,186,123,175
58,51,197,57,81,61
47,205,29,193,92,153
15,150,172,66,239,211
28,193,212,149,9,246
252,104,108,18,226,208
220,157,197,150,153,58
238,173,60,207,221,21
65,156,255,10,148,4
126,240,50,12,65,88
83,15,163,212,67,145
243,18,200,84,221,99
245,158,144,122,142,194
62,77,25,11,92,172
119,151,210,98,225,218
156,137,190,150,107,14
234,244,76,252,115,84
18,87,240,219,224,69
176,131,59,70,21,55
40,253,101,228,30,184
176,143,39,70,69,167
43,59,165,245,51,184
125,83,34,31,213,152
129,250,166,8,63,168
97,3,226,140,16,158
80,198,139,197,46,113
61,202,77,25,123,92
174,55,151,201,98,225
110,156,142,206,150,77
78,235,95,76,247,135
84,98,39,242,153,160
94,171,131,143,242,18
64,88,219,3,165,180
19,187,112,211,54,69
213,107,57,254,245,40
12,125,224,82,24,131
216,166,17,167,168,203
163,229,115,144,190,82
199,11,221,36,113,157
178,74,155,91,126,183
182,15,99,104,70,150
227,46,236,149,204,214
249,85,236,47,248,209
192,37,201,1,185,108
11,46,208,117,205,194
121,89,26,47,172,185
195,215,41,17,229,236
200,184,213,103,37,254
165,184,15,187,32,67
53,131,21,122,20,254
56,244,9,36,112,109
178,66,219,91,29,183
180,155,99,118,182,150
111,110,234,198,204,253
45,84,29,223,240,153
128,70,170,3,47,248
21,192,32,249,1,132
44,10,49,208,121,73
194,47,105,25,198,236
169,44,215,237,213,224
217,248,133,168,38,59
225,169,48,139,237,70
112,223,42,69,133,251
58,56,53,57,33,125
45,142,29,218,72,153
187,102,171,54,175,245
111,192,126,193,2,13
12,24,92,80,163,147
199,146,209,34,221,205
157,153,90,154,175,190
191,195,15,1,20,68
12,243,48,84,85,67
243,255,16,80,4,195
192,53,17,1,124,204
14,21,80,72,255,195
100,1,22,176,12,239
64,84,199,3,245,36
16,125,176,194,27,69
24,183,60,167,101,23
166,188,227,175,20,147
196,246,209,52,109,205
114,217,94,93,175,139
155,194,114,177,26,95
76,187,135,87,50,39
229,89,160,191,171,135
3,242,36,16,89,176
195,171,69,19,247,60
208,101,21,194,188,249
31,20,44,132,241,214
52,73,233,115,104,238
86,228,203,236,181,112
215,126,69,230,11,56
168,117,39,226,125,160
154,27,134,184,178,47
39,89,197,167,169,59
163,237,51,144,221,82
197,159,221,58,129,157
62,10,157,8,126,156
98,14,146,152,78,222
163,77,143,151,90,66
231,187,28,163,52,151
149,118,226,254,108,156
10,214,144,125,238,194
24,205,24,165,92,167
191,151,163,2,227,148
28,146,240,150,220,70
237,147,44,218,213,213
189,249,251,24,40,52
161,225,119,136,142,98
102,74,154,171,126,191
246,15,0,104,68,2
227,48,28,149,64,150
255,6,236,4,44,208
49,213,193,73,249,15
104,44,70,225,211,44
137,213,214,105,249,234
232,40,252,225,228,20
136,176,246,103,68,106
167,50,255,165,92,3
191,144,19,2,192,212
29,5,240,156,56,70
145,35,46,205,149,205
90,249,95,188,47,131
17,194,20,201,24,245
108,164,126,215,178,13
227,88,88,151,163,166
227,147,172,146,211,214
221,209,237,153,200,218
169,101,191,238,187,0
207,52,5,69,112,63
62,65,5,11,12,60
116,81,18,115,204,218
81,85,187,207,251,49
64,53,79,1,127,68
14,7,48,72,37,67
97,191,22,139,4,238
116,52,202,113,117,122
78,126,59,74,9,55
120,109,102,34,222,169
157,143,234,154,64,254
187,4,15,52,48,69
113,67,62,79,21,11
68,252,119,52,18,101
112,218,190,69,191,11
59,4,117,52,50,125
113,90,30,79,184,139
67,38,119,21,170,100
251,250,180,48,63,113
65,6,79,12,43,68
81,247,51,200,101,81
98,191,206,159,1,78
132,15,78,48,71,73
67,39,111,21,166,196
251,173,52,51,221,113
81,158,79,202,139,65
126,119,14,10,100,72
122,179,98,63,86,153
7,238,172,32,207,209
133,65,202,63,9,121
4,110,44,50,201,209
93,105,207,158,233,66
140,239,30,84,196,139
245,54,112,125,106,66
30,251,24,140,52,166
81,119,171,206,99,241
74,144,79,126,195,70
13,23,40,92,229,227
148,184,146,247,38,220
101,173,146,187,218,223
49,189,133,75,26,63
116,185,6,119,44,42
101,209,250,185,200,63
41,97,5,238,140,56
206,81,37,75,205,191
113,91,6,79,180,43
67,113,247,22,72,100
235,98,180,246,159,116
110,134,114,206,42,93
73,251,159,104,50,134
225,94,44,143,137,214
66,105,235,26,232,244
188,228,119,20,178,100
247,90,180,103,191,114
163,6,95,148,43,130
241,242,28,72,88,147
99,166,214,147,173,238
211,216,205,209,165,89
203,191,169,115,3,238
84,16,203,240,197,112
69,62,67,61,11,21
28,116,252,146,116,22
218,112,237,186,68,219
59,53,181,53,123,125
126,54,30,9,104,136
110,230,98,204,170,157
87,254,159,224,14,128
128,78,6,3,72,40
23,97,224,230,136,132
174,102,55,202,169,97
127,238,142,0,206,72
5,75,96,63,118,129
6,110,12,42,200,81
253,99,200,30,145,96
142,206,134,77,78,43
95,73,247,135,104,98
38,226,153,172,158,171
214,143,241,238,64,72
203,3,101,116,22,190
112,239,10,68,196,123
53,50,53,125,89,126
31,174,8,131,200,102
17,98,168,206,159,229
78,128,191,78,7,7
72,36,39,97,177,166
139,75,174,119,115,202
102,81,122,171,206,63
241,73,0,79,108,3
70,208,23,45,192,229
217,4,185,172,55,43
209,101,241,206,184,73
79,35,111,69,150,199
58,237,37,60,221,189
21,155,28,250,180,148
63,118,241,6,108,76
42,211,81,253,215,200
25,225,96,168,142,135
230,78,32,171,73,135
247,106,32,102,249,130
172,42,31,209,248,129
200,38,9,97,168,110
139,226,206,112,157,74
70,159,123,46,134,53
206,41,121,73,238,47
104,201,198,229,105,44
190,237,215,12,217,228
85,168,179,251,231,80
48,167,193,71,161,15
35,140,69,146,83,58
219,213,61,177,253,27
72,28,183,96,151,102
134,230,174,44,175,201
215,193,105,225,14,232
140,76,230,83,84,171
215,247,241,224,96,72
130,131,102,30,22,168
136,239,230,100,192,170
181,7,255,124,32,6
17,128,40,202,1,229
120,8,190,32,103,9
130,164,106,31,178,248
131,92,38,23,145,168
226,203,228,157,112,182
158,71,110,139,38,206
117,173,74,123,223,122
49,134,57,74,41,47
121,237,198,40,217,41
229,173,232,187,216,231
49,164,165,75,183,191
115,99,6,86,148,43
238,241,240,204,72,69
83,99,63,214,149,1
238,252,8,204,16,101
80,194,191,197,31,1
60,132,13,22,48,92
233,67,148,239,18,244
196,220,117,53,146,125
122,218,30,61,184,137
27,38,108,181,170,215
123,253,230,48,24,169
64,167,239,7,160,196
35,133,49,146,61,74
217,31,125,172,134,27
214,40,177,233,231,72
232,167,100,231,166,180
163,175,119,147,198,98
209,42,157,205,254,153
88,14,175,160,79,195
131,65,18,23,12,216
228,85,164,179,251,183
80,51,103,193,86,161
15,239,140,64,194,83
5,27,212,60,177,241
23,72,76,231,99,84
166,151,247,174,224,99
204,130,145,86,30,207
232,141,64,230,95,4
171,132,55,242,49,96
89,78,131,175,78,19
199,72,209,39,101,205
166,185,91,175,47,179
197,195,81,57,23,205
44,225,93,212,143,153
246,66,168,107,31,226
244,128,156,118,6,146
104,46,218,225,205,188
137,91,22,111,180,234
195,116,253,22,116,28
234,112,148,250,70,244
59,44,113,53,210,77
121,219,94,41,183,137
235,98,104,246,154,228
110,188,178,207,23,93
68,231,159,52,162,133
119,158,62,98,137,10
158,108,126,138,210,14
125,216,74,25,163,120
171,150,39,242,233,160
92,235,131,148,242,18
244,88,220,115,165,146
83,186,219,211,61,177
213,27,73,252,183,104
23,102,224,230,172,132
175,214,55,193,233,97
8,238,140,100,206,82
181,75,223,127,113,134
6,74,40,43,121,225
246,40,136,105,230,98
232,170,156,231,254,148
160,14,247,128,76,98
3,82,152,23,222,160
225,143,132,138,66,54
123,25,106,52,174,249
119,204,46,97,81,202
143,201,126,65,110,11
14,200,116,77,98,115
94,154,87,142,187,226
79,48,155,69,70,183
63,47,101,5,198,188
57,47,17,45,196,205
217,53,89,173,127,171
222,3,241,136,16,74
96,195,122,133,22,62
60,233,9,20,236,108
244,210,212,117,221,242
121,152,90,42,163,185
255,147,40,2,213,224
29,248,128,152,38,6
161,168,47,139,225,194
112,137,26,70,108,187
42,215,53,253,229,120
24,190,32,167,9,135
164,106,35,178,249,147
92,42,215,145,253,226
200,24,157,96,166,158
135,174,142,35,206,73
145,75,106,207,118,253
70,108,31,42,208,133
253,198,56,25,41,32
173,237,135,216,218,33
165,185,139,187,42,115
53,250,85,120,59,254
33,48,9,141,64,106
95,2,251,132,28,50
48,145,89,70,207,175
45,67,197,223,17,57
132,205,42,53,93,249
127,152,46,2,161,200
31,137,96,130,110,134
26,206,40,189,73,231
31,104,164,134,231,182
44,163,105,215,150,233
226,236,232,156,212,230
149,244,174,248,119,204
34,97,81,154,143,202
190,65,127,11,14,4
116,72,50,115,97,90
86,143,187,238,67,48
203,21,69,116,255,62
116,5,10,112,60,122
65,18,59,12,217,52
85,173,115,251,222,80
49,139,193,74,113,15
122,76,70,59,83,41
55,213,237,97,248,222
136,37,142,97,186,74
139,59,126,117,54,10
125,104,122,30,226,56
140,153,38,86,173,171
239,219,240,193,176,69
11,67,60,119,21,18
100,252,218,180,21,191
112,251,6,68,52,43
49,113,245,78,72,127
75,98,7,118,152,38
110,161,170,207,139,253
66,112,31,26,64,132
187,6,55,52,41,101
113,238,190,72,207,11
101,68,118,191,50,111
5,90,196,63,189,49
3,29,76,20,159,80
246,135,196,110,33,50
201,141,93,106,95,158
251,130,140,50,30,81
88,139,207,166,113,67
170,79,19,251,68,208
55,53,193,101,121,14
190,44,79,9,211,68
105,215,50,233,229,92
232,191,148,231,2,244
164,28,119,176,146,99
70,218,151,45,190,229
219,12,185,180,87,43
115,229,246,80,184,107
199,34,241,37,156,77
186,147,91,62,215,181
13,227,124,88,150,19
166,232,211,172,229,211
212,185,209,247,41,200
101,233,98,184,238,159
36,206,133,181,78,59
127,73,54,7,109,104
38,222,225,173,140,139
218,86,113,187,234,75
48,251,117,68,54,127
49,106,5,78,248,63
76,33,7,81,140,39
202,81,161,123,203,142
49,114,73,78,91,111
