b0,b1,b2,b3,b4,b5
143,189,92,197,252,213
73,8,205,239,129,28
222,137,113,237,129,217
145,46,211,197,48,225
102,234,116,113,81,2
170,59,73,111,142,25
246,86,172,227,59,187
62,36,236,66,117,216
201,150,147,135,97,120
199,239,37,199,38,118
179,48,68,86,74,100
171,253,109,150,68,227
81,120,158,66,26,88
135,77,23,40,132,175
254,28,205,193,5,102
208,70,246,71,165,143
31,40,57,210,140,254
233,175,95,136,70,102
50,66,112,125,66,230
47,138,2,183,15,135
139,111,165,72,99,156
99,76,142,87,239,245
197,128,220,171,139,198
102,212,157,164,235,3
37,237,32,221,59,112
61,128,46,203,219,112
231,130,191,149,184,126
14,20,103,23,199,221
18,32,195,243,57,173
249,163,18,37,106,214
78,249,26,213,60,184
226,7,152,150,67,91
59,189,75,202,174,218
182,7,216,211,243,124
215,102,96,120,149,56
229,136,137,31,229,116
188,148,4,72,176,235
62,241,68,153,186,241
205,88,82,108,97,74
80,9,207,109,65,215
218,125,122,13,184,142
66,129,6,102,132,95
10,6,16,7,187,215
79,30,3,31,98,76
52,186,227,189,97,47
22,64,110,232,17,89
15,182,197,38,10,94
14,188,225,169,185,96
196,123,128,217,95,240
38,242,111,46,91,68
172,176,151,222,137,243
189,189,252,32,154,136
152,235,237,37,137,83
54,174,17,154,229,3
202,214,220,114,43,24
109,43,138,204,84,44
107,198,232,53,246,125
238,166,55,72,231,159
149,199,120,25,73,160
226,129,139,98,64,106
241,11,0,37,82,152
24,239,1,153,152,172
175,190,41,211,89,164
146,15,231,102,235,115
142,151,69,169,24,48
160,161,181,226,150,145
119,31,134,38,45,190
171,212,213,241,106,26
146,224,246,111,36,31
232,85,157,254,248,100
61,58,181,146,102,238
82,220,75,107,0,46
33,216,64,111,50,15
68,92,154,24,88,251
183,247,150,253,153,211
64,44,55,190,170,167
28,211,246,12,42,49
238,122,54,204,249,160
14,42,45,107,103,181
68,197,79,19,69,96
84,211,179,84,201,248
9,17,149,136,231,77
201,46,73,199,244,37
12,90,32,168,227,121
6,62,153,186,147,93
52,3,33,111,109,247
219,234,18,142,106,216
190,128,4,118,211,17
53,140,101,53,179,72
204,216,81,121,64,29
43,113,41,94,165,242
172,97,28,228,194,57
227,13,167,174,1,19
207,3,204,196,155,188
231,123,218,212,196,64
120,170,15,42,116,22
107,1,55,103,15,183
124,169,168,188,87,68
165,59,93,98,217,102
35,28,98,109,149,8
181,99,251,87,189,114
90,47,241,45,65,244
224,46,112,194,176,10
0,15,224,94,230,56
67,49,128,132,53,156
157,220,52,201,20,167
35,35,232,231,16,245
200,166,106,67,150,230
48,253,227,224,227,137
7,220,65,218,65,48
242,167,229,142,64,254
49,51,45,239,95,50
137,87,88,173,160,186
113,127,17,255,0,176
233,229,195,90,168,202
156,81,153,143,121,223
206,201,154,253,134,90
193,23,215,122,54,60
178,112,146,26,70,217
196,233,58,38,78,127
177,15,6,63,41,10
197,202,68,189,61,7
219,115,7,253,218,109
141,224,7,240,148,58
39,74,211,241,181,125
8,249,116,84,24,229
112,194,199,203,143,212
95,30,2,205,107,27
17,32,249,146,131,88
204,178,175,181,81,143
38,82,102,87,234,80
90,3,170,190,150,209
57,64,204,186,217,15
183,187,1,198,223,154
127,54,184,33,3,120
181,50,189,57,218,50
105,124,142,50,209,179
30,110,30,109,11,186
89,137,138,66,89,76
206,126,76,228,61,126
58,6,174,94,139,102
6,122,36,103,163,249
24,168,67,173,8,179
165,255,238,222,191,53
70,244,81,253,125,101
210,54,155,56,133,81
100,158,181,247,12,222
23,34,203,131,113,114
157,42,109,66,109,58
147,82,185,151,215,223
103,40,79,127,103,1
159,117,179,249,35,79
217,176,165,125,13,131
145,38,217,187,114,64
250,20,77,220,6,194
136,3,32,224,162,192
149,103,77,237,61,198
243,162,80,59,56,130
44,21,106,174,48,31
214,100,219,158,157,20
97,201,175,251,252,184
193,49,32,215,165,128
191,219,77,120,224,217
78,192,82,168,200,140
7,161,218,237,51,200
129,118,24,79,234,165
243,172,45,63,65,136
174,223,202,254,198,223
52,228,117,83,173,9
205,62,51,109,118,60
134,224,251,182,104,102
207,18,76,78,32,122
203,190,78,228,45,196
217,107,4,197,210,73
25,52,206,150,28,120
219,33,151,59,41,255
83,246,214,96,65,218
88,43,163,253,101,98
134,102,208,140,92,13
51,253,116,166,174,68
3,91,111,214,46,33
64,182,194,93,178,82
11,205,241,176,135,106
240,104,46,211,195,233
27,42,88,74,243,42
98,120,62,80,152,25
163,107,177,1,236,248
250,25,125,78,157,40
163,84,70,77,95,19
102,38,53,94,149,180
162,113,63,111,144,54
29,11,72,138,240,169
222,142,62,48,32,45
184,132,81,152,200,144
156,120,160,157,22,88
99,162,224,210,96,1
139,103,176,33,73,53
22,40,235,77,197,90
144,28,177,19,130,106
156,19,83,162,156,202
150,85,49,221,144,29
113,217,14,226,246,202
59,70,50,147,143,226
146,200,240,204,155,220
1,145,4,145,13,248
19,250,198,229,159,129
100,50,117,68,112,228
136,68,239,200,26,191
161,231,181,52,122,124
173,130,26,107,32,135
246,43,104,57,2,210
177,49,32,86,103,134
69,215,27,102,197,51
114,47,196,55,254,225
236,86,74,69,9,248
66,248,245,181,222,144
31,147,106,43,188,243
152,68,121,65,23,80
108,144,151,102,119,210
212,158,55,94,183,81
251,254,134,30,164,181
1,118,36,184,37,23
47,186,195,75,17,109
160,24,218,126,78,7
150,83,66,190,205,100
101,118,194,125,106,116
77,174,210,182,123,202
1,124,249,50,229,82
107,167,80,228,243,216
202,106,122,81,79,33
194,231,134,95,187,78
88,176,200,236,213,45
116,190,210,15,34,193
106,54,59,101,41,217
241,14,218,183,126,138
202,214,170,79,50,226
178,52,249,159,52,234
103,63,52,215,167,218
40,226,127,59,201,203
142,178,162,197,210,174
254,136,142,79,12,190
93,105,118,77,108,39
237,73,82,185,122,25
114,184,155,216,162,63
0,5,184,81,175,1
133,31,188,33,43,59
129,191,24,3,180,33
73,230,15,198,248,224
220,115,50,146,109,167
14,26,71,181,121,174
216,142,236,179,99,144
46,211,87,241,214,180
78,62,245,28,244,64
219,241,187,111,9,169
150,179,72,22,107,5
67,12,159,47,209,207
4,131,29,101,229,176
122,253,69,139,0,160
92,123,82,245,9,149
130,223,139,170,68,76
120,237,36,69,116,88
225,115,29,47,105,242
215,121,117,16,144,10
71,193,78,162,80,251
207,118,18,16,58,58
65,202,198,108,141,25
21,145,174,116,28,237
60,94,195,88,222,236
7,234,169,127,139,196
46,11,72,9,222,133
44,15,169,71,243,15
153,48,154,181,92,157
140,127,194,56,190,253
3,3,6,229,203,73
181,54,188,212,43,193
153,126,164,159,23,147
181,17,33,136,119,82
118,167,104,106,40,31
221,232,104,44,70,72
1,103,143,60,37,166
155,198,7,254,214,213
50,254,153,187,27,120
144,22,213,190,162,255
100,155,174,231,58,45
186,73,129,181,114,211
85,195,244,52,238,11
167,13,154,7,165,198
60,243,20,39,187,102
58,195,49,193,63,12
163,219,133,203,104,161
39,166,55,50,75,159
10,213,203,206,84,27
127,65,54,99,87,102
49,117,27,175,73,49
162,65,241,20,182,1
167,200,166,18,147,128
19,165,135,54,14,95
42,100,220,134,154,76
194,67,161,63,175,100
8,206,161,52,114,254
55,208,4,50,148,172
86,50,191,39,190,87
165,153,3,69,43,223
168,5,60,95,56,194
97,41,9,125,95,12
74,111,229,206,28,205
200,149,101,39,84,38
100,13,208,62,238,129
110,202,144,169,247,194
210,208,159,202,135,77
93,187,26,90,76,53
151,218,133,46,90,84
215,191,57,205,99,176
71,223,31,14,247,148
45,234,146,93,29,30
244,103,230,119,131,1
139,68,223,220,158,191
211,73,224,129,21,242
216,195,117,151,80,13
124,60,47,88,144,78
178,68,195,224,150,144
3,146,178,160,110,223
19,218,28,213,68,178
25,56,162,116,32,102
250,30,151,202,91,239
90,235,52,186,131,33
231,107,187,142,211,182
150,9,19,163,183,239
1,33,120,193,87,142
94,187,228,207,139,32
161,51,154,97,19,219
4,208,236,236,50,225
190,213,23,38,208,80
26,43,218,254,146,97
136,77,72,21,59,40
185,113,159,146,92,156
90,149,227,92,110,49
65,131,38,190,143,135
14,229,242,163,249,92
171,82,47,163,175,63
21,2,71,80,96,107
139,69,66,95,89,27
35,240,56,8,105,191
62,71,11,2,20,222
49,220,133,198,190,36
147,207,48,169,137,55
2,132,226,251,165,99
133,128,210,14,135,239
54,116,64,49,64,39
146,25,123,134,58,224
109,137,210,169,238,43
72,51,104,215,213,19
241,236,159,164,250,64
115,173,70,142,54,137
207,200,51,32,37,149
176,251,175,66,77,22
161,35,18,202,214,26
131,111,123,200,190,158
169,228,64,49,133,246
31,160,14,74,155,120
45,38,9,224,19,11
218,101,115,59,248,73
120,187,255,115,22,113
87,240,165,4,209,91
11,47,60,169,177,164
184,248,99,154,241,63
138,67,122,132,64,157
50,216,153,67,7,8
74,111,183,133,26,138
241,202,199,222,179,34
47,133,32,166,226,248
17,126,13,196,145,19
120,32,9,241,165,255
164,120,162,29,87,176
69,45,249,21,198,180
253,216,12,213,50,89
91,168,164,51,232,98
103,38,195,239,6,179
225,177,220,202,199,154
187,95,229,210,146,103
149,97,50,40,217,94
44,133,132,73,14,211
136,99,51,35,97,123
198,230,250,13,41,123
63,235,151,105,70,172
132,116,78,251,86,25
69,100,49,5,16,67
49,10,233,36,155,9
124,86,84,77,156,163
1,194,115,114,201,146
218,153,6,254,58,193
52,154,163,96,215,188
150,134,160,130,85,3
251,228,226,156,169,89
131,198,54,180,220,127
47,138,66,154,182,210
219,87,147,109,213,238
108,255,193,30,105,234
67,101,14,226,56,67
92,218,190,194,159,72
26,190,78,14,222,223
6,18,66,199,98,10
2,251,68,154,168,49
194,43,195,17,111,88
248,156,76,189,255,246
47,63,169,116,251,128
66,233,62,238,14,138
190,183,178,90,63,184
48,178,125,58,48,224
211,208,110,253,246,122
12,70,23,57,10,229
204,115,100,226,43,153
144,1,246,119,15,64
255,130,12,161,179,244
204,5,241,66,184,31
232,200,2,248,193,23
64,202,9,191,187,45
121,122,157,223,14,33
88,23,158,230,152,9
201,27,102,27,190,140
17,40,111,130,53,220
77,111,248,119,80,232
149,145,149,242,238,11
132,21,215,35,62,195
94,251,52,106,84,224
182,135,191,135,195,54
128,125,39,5,15,234
206,91,91,131,88,81
206,209,32,76,184,193
74,140,163,102,0,75
91,154,196,251,238,47
84,244,127,220,18,237
189,209,80,238,14,163
219,175,196,57,124,66
42,139,19,244,246,69
104,74,137,107,123,59
225,41,110,21,249,166
196,234,200,3,99,42
10,15,60,48,175,79
162,89,182,140,142,192
169,112,189,117,10,66
162,32,40,101,57,236
219,26,71,149,226,216
216,170,219,251,132,75
221,141,135,253,63,159
184,53,212,124,199,77
180,76,54,220,190,99
128,209,0,178,236,144
233,150,237,30,107,113
85,72,185,118,180,129
158,11,30,239,138,161
196,53,26,145,150,7
158,12,56,165,56,224
127,11,50,66,165,241
87,213,187,112,104,119
211,93,150,170,200,155
28,58,217,91,128,59
200,160,226,193,10,219
244,31,116,35,217,87
217,23,151,167,112,211
55,133,227,27,246,8
57,8,118,15,148,92
30,111,62,178,84,147
182,125,81,43,238,216
110,78,66,41,72,135
150,87,39,134,90,12
85,19,176,236,100,198
242,229,136,49,153,192
64,131,204,153,33,99
170,45,253,1,224,126
203,114,193,152,192,164
113,87,244,157,54,52
242,198,101,141,41,249
229,233,205,188,207,29
121,174,160,153,143,25
59,137,32,141,128,63
71,215,52,49,103,120
120,8,77,218,63,143
165,173,25,85,34,101
66,172,113,87,181,22
169,18,210,104,130,87
196,3,207,161,98,198
67,109,105,73,119,157
175,195,196,154,84,215
208,152,63,28,195,28
169,139,128,154,221,104
64,36,16,190,9,165
7,85,30,80,152,222
251,97,134,247,3,43
52,109,197,255,12,234
146,202,175,97,149,128
156,71,246,68,123,130
71,164,52,11,59,72
8,109,94,142,201,131
139,229,189,153,57,203
38,5,25,12,122,180
91,204,193,151,6,250
255,127,176,12,14,230
248,68,73,138,29,171
175,139,191,2,180,207
63,36,28,212,222,2
16,138,76,219,40,161
38,172,86,141,55,24
27,96,246,99,50,138
174,215,170,15,217,243
76,28,116,209,237,17
73,134,162,252,109,140
18,75,106,118,117,23
75,110,31,228,243,203
134,58,93,124,240,196
225,91,137,247,39,212
129,115,38,146,180,227
188,195,43,10,237,65
172,77,8,51,255,141
225,42,60,229,134,186
180,94,218,32,35,19
179,168,203,216,26,4
190,167,55,36,154,244
103,228,36,154,156,147
204,217,87,17,111,141
82,255,200,65,197,230
199,59,119,150,62,103
15,71,110,51,94,211
97,197,63,42,53,182
215,57,230,84,24,45
98,156,205,204,183,79
70,180,72,74,24,192
198,139,77,13,214,23
59,224,149,101,118,16
82,66,224,103,207,41
181,209,116,110,160,217
76,205,11,163,29,203
232,148,174,30,215,142
225,208,0,150,203,43
94,230,7,207,96,71
84,75,198,182,43,70
83,169,51,207,110,214
173,11,240,32,30,73
23,158,155,147,53,59
88,115,235,229,100,16
128,89,165,251,38,159
169,136,246,63,221,208
54,191,36,34,7,181
10,160,3,246,92,127
245,245,199,59,8,98
204,144,97,222,84,183
141,187,32,102,34,81
148,108,242,9,6,137
108,67,250,90,75,214
27,193,156,114,41,246
163,69,160,10,35,28
3,4,81,175,243,97
243,247,57,78,88,7
114,114,13,123,70,156
33,10,149,103,145,22
20,23,16,88,185,2
77,116,149,119,85,22
254,96,10,142,248,191
58,223,120,225,173,164
178,46,137,51,132,100
139,187,218,55,132,32
126,222,40,160,141,230
249,151,67,202,104,5
197,202,85,104,13,42
125,179,255,247,99,133
244,216,38,46,30,128
183,16,90,8,206,73
234,184,11,226,81,119
246,200,173,210,54,118
197,8,128,92,242,23
151,107,219,133,232,129
246,76,12,228,181,164
111,246,72,196,139,131
176,178,37,137,188,70
35,79,53,14,9,146
91,68,89,171,232,101
4,32,253,198,12,222
64,130,112,37,80,104
214,119,210,154,197,25
105,79,172,80,190,3
145,165,123,77,51,39
92,236,15,138,35,67
179,9,93,215,151,187
217,102,33,106,245,225
76,133,201,160,209,10
156,64,141,57,186,250
217,241,192,63,117,206
58,123,158,238,254,167
86,155,28,45,121,14
177,80,14,227,221,125
44,221,198,100,231,43
34,109,251,91,200,176
65,216,119,136,16,14
166,93,116,247,177,179
214,48,207,118,2,74
31,222,183,245,127,48
86,120,52,121,37,202
239,153,80,13,41,98
157,24,82,108,141,238
29,136,11,15,121,86
93,117,230,89,182,234
7,1,211,93,191,80
125,108,250,182,19,23
14,239,150,45,229,210
241,245,120,177,106,80
188,193,35,101,255,245
127,53,168,77,9,184
155,25,127,135,206,86
57,175,147,104,63,112
175,27,226,37,81,178
193,30,110,210,32,160
101,22,117,202,166,207
26,239,14,246,57,47
32,216,25,110,110,111
228,60,11,169,50,217
55,56,172,73,50,62
191,165,228,52,176,155
58,250,67,34,48,222
154,237,203,146,23,150
50,153,164,251,163,55
99,97,144,165,156,130
162,32,101,156,207,129
182,201,254,200,14,112
77,249,142,14,242,34
121,104,101,31,37,90
99,79,93,193,222,145
189,69,76,172,34,205
211,147,237,79,157,9
188,230,212,8,62,13
63,199,106,12,199,42
185,225,56,190,98,21
199,188,146,85,178,35
0,117,164,64,123,213
197,26,151,144,228,196
45,62,56,182,74,166
123,99,76,185,114,132
41,139,86,188,42,128
185,217,142,12,43,47
85,196,110,127,142,185
6,175,255,46,25,116
46,136,225,24,207,37
18,182,64,117,191,237
254,91,26,37,183,227
0,221,86,9,20,184
88,30,3,116,201,117
222,164,82,77,210,24
94,40,69,154,16,28
75,88,108,114,109,178
139,122,122,113,55,113
9,136,110,209,228,198
170,153,11,128,234,87
112,168,126,62,130,205
19,58,140,196,170,114
72,130,197,53,90,93
170,209,73,239,126,254
108,183,189,234,136,37
9,98,202,235,105,134
179,148,117,161,177,94
157,80,78,189,196,49
206,48,47,22,196,171
184,139,115,68,124,56
226,247,132,80,120,71
99,109,130,62,116,119
247,200,51,112,100,23
2,58,183,45,111,50
222,36,143,35,58,65
119,255,23,68,76,22
216,37,108,38,98,77
164,68,255,254,153,66
77,205,160,123,197,139
255,253,227,222,37,120
204,75,178,117,165,71
120,123,63,77,174,168
160,225,3,9,152,119
6,69,35,210,105,178
63,28,144,226,103,64
123,67,63,241,20,165
137,0,136,122,77,88
20,129,54,22,249,170
7,77,223,217,172,202
54,171,239,72,169,7
194,158,212,191,145,17
19,81,108,47,254,170
48,222,150,101,160,66
75,63,50,172,229,32
188,192,231,23,55,71
17,68,248,33,242,241
138,240,145,53,214,8
34,60,235,214,200,111
142,219,100,13,4,190
232,49,87,94,201,106
187,74,104,232,196,177
91,105,80,64,113,227
112,58,42,18,59,98
57,239,242,157,94,235
120,126,33,21,22,64
245,133,201,132,167,209
226,80,235,0,90,218
190,179,172,149,162,174
156,115,54,231,43,170
54,216,197,87,132,92
87,14,131,102,29,253
237,47,76,137,212,232
19,59,136,129,163,232
152,40,20,141,221,196
124,207,56,99,86,228
127,59,25,249,19,125
151,63,193,27,40,124
0,137,65,106,76,147
29,186,156,90,59,128
140,198,184,215,229,80
183,78,138,234,53,26
220,212,193,252,43,155
155,54,233,9,220,233
158,235,202,92,72,255
85,116,148,188,187,213
113,104,68,154,76,55
52,176,197,73,220,122
62,249,144,12,115,53
196,210,220,197,201,161
106,144,195,182,253,13
75,204,64,122,254,20
33,209,193,162,40,222
163,95,68,81,132,217
32,104,250,149,148,255
91,39,131,128,168,149
253,159,112,101,46,146
67,107,24,43,207,193
173,12,92,229,85,235
171,86,155,219,33,208
234,102,228,157,27,203
109,49,1,183,140,215
162,133,63,149,247,165
144,11,216,56,215,9
112,156,131,57,179,154
4,71,42,235,136,33
205,157,144,123,141,140
6,176,33,43,137,222
26,173,7,92,48,174
131,150,26,216,158,16
18,35,183,135,51,228
202,75,211,83,232,9
222,215,94,116,202,83
202,102,245,214,90,254
48,23,122,233,185,224
116,225,27,151,117,91
161,186,84,173,179,248
33,30,59,104,207,84
132,221,133,79,171,70
182,11,228,149,45,103
229,212,78,161,22,51
149,252,164,149,44,84
247,72,164,136,238,175
73,61,58,64,116,43
183,44,31,32,198,73
188,154,111,143,211,193
158,119,241,75,17,32
38,201,59,1,229,111
68,198,132,53,134,72
96,61,133,219,46,23
198,227,151,151,204,4
33,248,78,85,230,182
23,97,20,154,76,136
237,93,92,178,117,2
214,111,77,184,114,16
131,254,38,131,229,95
91,84,8,235,15,247
199,143,124,216,178,89
75,96,161,125,25,68
2,94,210,77,203,247
192,244,180,133,207,35
69,154,171,98,249,154
92,178,89,171,216,168
58,61,56,116,175,248
212,80,107,24,253,251
181,228,196,216,115,253
68,171,17,33,65,114
66,168,203,240,194,59
118,214,3,22,105,239
180,248,222,162,223,56
209,236,144,127,250,103
67,1,156,245,118,233
233,153,43,247,135,29
133,75,131,250,96,107
144,183,110,72,239,221
186,162,5,230,94,174
207,96,45,59,12,28
231,95,205,158,230,133
146,11,55,154,205,82
98,13,77,70,85,249
37,71,219,127,253,236
210,61,16,116,116,204
223,155,82,38,96,58
136,253,16,179,141,141
247,171,64,203,160,16
30,95,47,11,42,202
247,221,235,74,225,26
65,232,140,181,249,34
17,140,208,210,203,160
152,76,63,248,227,180
89,117,191,130,159,51
111,227,177,133,94,8
155,187,230,147,201,100
104,211,142,0,0,11
12,83,161,238,147,135
40,80,66,3,121,30
6,98,0,43,1,212
176,151,71,45,209,41
250,236,136,222,87,18
153,29,226,111,106,134
197,107,135,16,255,31
41,215,66,43,216,204
117,1,20,167,143,218
32,141,70,150,176,211
230,34,159,189,109,155
21,66,208,157,246,105
162,47,196,151,218,139
223,58,132,124,51,201
100,107,4,71,204,51
164,212,132,255,235,176
142,218,150,23,38,145
8,98,132,121,103,130
238,143,252,130,85,181
184,142,205,33,5,2
254,188,236,27,82,22
178,247,45,3,180,222
91,9,29,185,81,1
31,50,17,218,218,46
240,49,169,50,200,210
48,215,99,154,97,116
230,49,177,202,142,83
69,142,95,81,50,228
185,77,212,246,135,244
216,167,161,75,100,13
32,222,137,162,110,72
186,80,118,19,85,163
170,141,25,190,45,21
241,147,234,119,34,16
151,140,76,91,98,202
207,146,179,159,17,118
132,71,229,106,149,209
128,225,252,218,241,247
166,88,89,55,135,187
140,179,34,224,215,103
217,247,207,147,231,187
220,185,204,104,81,201
210,236,136,243,140,139
12,255,84,184,98,65
164,24,123,20,113,178
242,139,103,41,202,76
14,159,182,230,21,82
30,57,217,117,160,27
189,137,119,200,254,113
50,173,136,210,154,51
71,167,14,35,6,252
195,111,250,240,212,205
53,243,213,117,150,113
27,0,130,112,17,69
11,229,40,195,220,232
155,91,56,77,115,88
194,242,124,78,178,158
144,148,65,202,87,113
114,110,142,47,239,180
255,200,108,168,23,86
193,143,110,231,144,181
170,102,170,49,214,164
229,85,44,246,254,73
30,154,112,232,95,32
31,241,145,136,151,231
98,10,44,112,164,97
93,49,58,144,71,28
231,102,27,56,4,133
9,149,226,75,68,231
16,73,156,220,18,70
248,253,234,153,169,166
174,61,107,81,212,165
171,36,153,29,255,215
129,208,224,166,166,223
235,31,72,247,117,95
98,214,211,177,129,224
62,227,127,116,221,152
221,228,70,70,233,150
205,203,33,195,166,234
47,67,125,240,114,14
135,144,203,228,253,176
29,118,126,120,116,108
250,10,218,22,102,97
215,78,99,169,52,167
255,64,51,63,161,244
44,102,215,21,196,73
184,175,211,131,165,122
54,34,182,209,20,198
159,119,136,198,198,2
188,107,166,187,146,55
30,82,166,233,237,127
228,205,39,221,64,157
86,234,211,140,240,174
68,167,100,67,9,144
227,175,143,168,136,126
4,188,225,15,56,125
144,121,235,207,34,231
241,241,68,127,169,101
45,29,201,38,154,255
194,246,214,35,32,229
225,94,209,10,156,159
230,83,9,137,20,113
136,230,78,218,131,108
75,232,97,206,91,218
34,99,176,76,218,191
148,75,167,159,20,37
182,16,242,231,236,188
224,229,210,162,2,178
244,100,19,172,91,160
191,112,119,32,149,244
211,178,142,228,153,230
118,144,52,114,0,73
12,144,111,41,2,140
161,125,153,121,253,201
138,62,219,241,166,88
0,32,102,222,86,15
88,53,3,98,61,101
159,134,18,25,166,185
160,115,194,232,116,18
37,169,98,239,81,97
124,224,179,143,238,15
153,140,157,74,21,94
251,118,134,101,183,111
51,246,204,242,1,114
63,0,37,114,99,246
85,211,78,11,193,48
204,70,90,177,255,127
87,33,250,23,109,62
217,102,189,90,48,165
28,170,125,158,235,89
240,160,0,224,168,3
76,159,131,195,234,159
169,144,98,113,83,31
34,192,181,220,138,139
87,175,95,96,82,23
134,31,164,117,204,82
73,240,214,48,212,190
15,135,10,75,254,221
183,161,249,61,156,112
252,148,140,188,110,169
166,133,124,234,5,112
186,13,195,228,67,193
118,212,162,214,33,215
50,79,185,124,175,82
88,175,202,189,171,81
49,57,27,211,74,242
90,219,148,211,25,40
218,145,62,174,124,70
73,242,245,116,80,96
31,77,60,118,33,44
167,44,122,119,171,135
51,25,59,147,153,135
190,22,98,103,90,238
158,31,153,200,42,232
188,163,206,114,142,46
13,134,206,14,246,53
149,52,119,18,243,148
249,142,152,57,112,46
132,103,172,45,92,211
53,195,46,46,134,92
1,148,134,193,198,12
165,139,157,17,2,101
153,12,125,208,15,158
148,239,179,129,61,59
145,33,231,121,44,209
122,240,156,127,222,114
12,150,45,151,12,97
65,148,249,142,84,227
149,15,80,206,23,75
255,174,121,72,31,201
163,188,80,255,235,66
125,2,107,10,238,36
77,181,129,43,110,71
244,170,81,221,102,165
25,88,197,237,147,165
128,60,211,148,191,97
248,248,27,61,211,79
97,30,74,197,192,133
81,71,129,192,185,34
189,116,202,91,20,203
21,219,23,129,219,206
215,4,120,50,137,118
53,8,15,20,77,30
158,106,70,20,133,4
89,0,248,167,149,171
112,247,5,207,209,156
27,215,56,73,131,221
66,144,152,22,43,101
81,185,186,159,70,15
215,153,165,206,24,235
158,225,128,170,97,117
155,121,172,150,125,30
233,189,154,44,185,45
8,229,196,98,100,93
144,77,43,193,101,202
134,217,104,11,112,159
53,88,90,182,159,39
219,186,1,238,253,241
184,194,20,35,166,105
15,120,132,189,37,129
33,67,7,202,26,95
29,114,106,203,62,209
73,157,144,226,207,199
243,231,3,89,170,172
176,241,227,111,25,135
73,58,10,221,1,0
205,51,19,47,114,222
111,58,170,48,130,134
129,122,176,236,164,94
199,246,113,177,56,142
231,8,85,240,3,133
33,158,142,6,34,16
213,227,122,236,45,253
111,171,43,230,116,83
239,233,49,167,126,138
236,49,80,237,17,242
132,80,187,91,237,60
17,176,126,60,28,223
5,224,68,41,37,149
187,168,127,147,135,195
10,119,137,222,14,15
244,153,190,14,252,105
98,22,103,245,159,173
159,192,249,213,159,136
170,89,181,132,177,125
162,93,154,210,220,147
213,80,221,137,38,99
127,240,240,178,184,23
127,175,107,134,42,224
99,188,186,237,71,178
206,97,138,155,82,71
130,72,38,53,68,122
37,217,17,165,222,220
211,125,234,236,193,116
252,129,79,174,147,199
50,43,141,40,205,240
227,146,75,104,220,214
6,150,139,4,140,143
247,40,125,238,26,169
134,70,251,150,201,78
