b0,b1,b2,b3,b4,b5
242,188,166,117,153,93
149,59,19,206,56,219
255,224,64,14,36,7
240,67,135,37,251,224
162,78,91,3,200,49
216,155,241,196,71,254
103,128,213,184,103,135
181,187,161,134,106,219
83,192,28,220,15,163
199,43,223,231,82,13
220,38,51,209,122,213
170,199,143,207,191,27
36,124,32,121,210,59
116,62,13,92,230,123
189,90,101,120,148,235
195,59,93,174,27,13
236,54,40,216,118,225
188,30,197,206,142,187
175,182,109,32,80,66
45,37,52,64,201,100
104,36,114,144,126,97
56,214,143,230,47,13
117,118,109,236,80,40
237,22,248,90,19,168
168,238,222,249,130,147
89,96,153,38,69,1
70,208,183,5,80,242
253,118,81,108,77,160
226,10,127,37,152,96
149,182,67,128,69,248
38,163,145,59,241,142
71,223,199,146,31,176
46,35,21,243,187,166
230,105,29,82,31,124
46,73,213,192,119,188
60,165,221,152,179,21
210,187,180,118,97,124
86,169,238,62,105,252
210,97,164,22,200,74
8,161,164,218,200,32
200,146,104,192,18,236
8,88,196,169,238,30
105,238,210,105,132,18
90,72,8,128,132,200
74,40,161,182,218,192
0,204,0,106,192,51
204,26,218,204,192,202
172,105,252,242,97,182
22,192,106,12,51,166
218,233,0,218,16,96
169,54,94,8,74,228
161,220,26,243,204,214
218,166,0,249,96,115
38,62,161,124,186,169
150,254,82,16,204,41
106,214,35,198,115,223
94,210,90,132,8,234
68,251,134,50,123,122
26,10,172,165,252,152
161,133,218,218,176,192
243,108,118,128,252,40
113,214,191,246,52,4
121,66,123,53,26,41
220,182,115,144,94,241
42,151,135,226,187,143
118,127,76,88,82,233
172,90,76,232,130,186
201,118,200,44,8,148
196,195,46,45,165,244
8,165,68,216,246,33
244,114,229,126,92,232
203,186,233,102,218,37
0,176,208,83,101,44
132,196,138,46,13,181
230,1,173,96,204,102
106,245,83,213,252,215
161,166,170,201,63,200
12,24,134,205,203,10
57,53,191,9,132,116
90,125,104,153,98,197
39,78,193,211,140,244
254,181,48,177,203,83
249,28,195,31,173,190
44,4,244,194,53,45
57,196,79,126,99,72
215,144,230,177,125,51
169,74,238,49,217,251
241,98,71,167,7,169
243,174,102,237,213,24
55,221,152,147,21,192
187,188,86,101,238,84
169,207,30,123,126,218
8,128,164,200,88,40
169,150,222,82,2,204
33,74,210,177,196,115
254,126,192,216,140,97
206,246,251,148,18,115
72,30,144,142,161,79
186,179,38,242,161,22
122,154,90,228,136,220
12,227,198,191,223,52
18,105,72,18,48,136
59,76,158,18,134,232
107,26,179,60,242,173
182,124,0,89,192,41
124,22,41,202,118,121
156,91,87,232,30,138
142,173,239,188,41,37
214,0,182,96,80,86
45,46,116,69,221,102
179,101,50,132,202,106
41,147,182,80,224,77
126,34,104,243,18,246
184,84,55,175,88,173
89,220,121,115,251,46
194,37,141,48,158,75
70,193,23,12,154,246
132,212,42,39,87,177
222,163,242,187,198,118
95,92,74,91,225,136
78,220,163,131,155,249
244,67,101,101,132,228
154,60,4,189,194,21
61,43,205,71,90,119
216,156,145,199,129,255
184,224,39,254,17,128
233,216,122,113,186,159
198,230,31,29,110,127
97,216,70,241,167,23
201,250,152,98,229,183
92,128,219,136,96,124
182,57,144,127,81,56
93,143,171,31,47,62
101,108,212,224,167,62
89,236,201,104,168,34
222,147,66,160,149,122
67,234,133,203,234,185
75,247,49,68,235,182
59,96,126,6,56,227
127,255,136,0,60,128
29,136,15,28,135,127
139,200,61,88,157,121
199,107,127,195,8,29
180,143,1,15,112,151
79,66,211,85,68,159
246,6,4,99,98,119
135,28,187,255,150,64
50,68,26,6,76,163
66,155,149,100,115,228
126,204,120,138,251,205
210,90,52,8,185,68
215,54,38,232,113,26
191,156,244,55,181,88
161,249,218,227,112,223
143,98,63,71,60,87
237,238,136,41,172,150
76,130,66,137,5,108
18,224,200,94,104,170
210,223,196,66,30,101
46,212,197,135,46,155
229,164,76,136,98,140
183,110,144,193,161,108
202,160,169,250,94,98
138,215,109,198,192,63
12,28,118,207,252,11
1,197,48,254,203,112
137,15,76,23,82,202
220,73,195,224,125,206
57,59,255,14,64,119
196,60,158,93,134,203
27,9,60,52,13,217
70,49,55,123,136,202
124,233,153,186,85,70
143,247,47,4,229,114
60,238,61,185,253,7
97,83,198,188,223,53
162,105,139,18,93,56
11,79,133,19,58,216
174,193,221,140,243,30
182,190,176,52,179,25
18,189,24,117,93,189
251,5,34,50,195,58
77,174,130,13,169,38
14,1,103,224,165,142
88,159,201,198,24,127
109,184,64,7,164,3
168,65,238,164,233,184
58,71,158,135,182,171
160,63,106,28,67,175
229,237,12,168,86,158
174,38,189,241,53,39
137,193,188,124,197,249
174,163,77,187,146,6
112,35,95,19,154,120
244,155,245,4,69,210
102,180,21,49,75,203
177,89,99,185,39,231
1,141,240,222,39,98
241,199,87,255,222,128
18,168,8,126,132,184
170,23,223,170,146,47
224,53,14,25,215,237
118,136,108,44,176,212
147,103,0,133,240,74
167,33,249,226,227,111
95,129,90,56,184,191
215,212,22,151,74,34
209,179,69,194,150,189
98,53,103,57,229,239
108,169,64,158,52,70
249,103,19,37,248,160
163,218,91,208,136,85
76,175,242,157,6,103
83,85,220,159,179,134
34,251,115,82,14,156
39,167,209,169,149,206
83,187,204,230,90,189
72,245,112,245,239,117
169,77,142,50,31,250
46,2,181,225,113,174
175,205,189,26,5,92
162,251,155,82,116,28
29,79,207,115,27,78
188,19,181,200,225,184
254,199,240,143,135,79
59,211,110,84,129,207
8,251,116,242,13,54
38,72,113,64,191,180
84,33,111,82,161,92
122,187,250,246,66,212
69,71,102,247,197,20
158,219,6,128,51,40
26,166,140,249,46,179
5,178,178,130,114,105
30,18,30,232,46,154
149,164,227,136,63,252
156,1,135,192,219,156
96,119,246,60,132,125
138,121,29,155,31,20
62,123,92,218,27,160
172,106,92,243,139,182
253,96,17,102,9,165
100,72,228,96,252,118
113,252,95,225,234,14
235,167,155,105,180,2
65,65,4,180,146,17
0,41,144,22,81,10
77,149,130,19,153,40
245,6,245,211,21,180
187,129,22,120,154,91
196,136,94,12,170,230
159,221,38,19,65,104
148,162,195,27,77,188
18,5,200,34,184,147
119,192,140,156,78,135
227,171,143,239,127,9
72,116,48,189,91,85
120,31,235,142,11,127
229,8,12,212,134,167
11,57,245,47,101,197
68,190,246,20,148,107
3,115,49,142,171,223
191,82,36,92,48,107
219,51,80,42,157,23
231,90,141,216,238,49
249,251,227,98,79,135
3,59,241,174,71,205
199,154,63,180,188,33
21,210,155,180,100,97
116,118,173,124,60,105
221,242,115,38,30,161
110,186,161,182,250,192
18,204,8,74,196,161
206,26,251,236,210,72
164,0,216,64,97,164
54,200,88,8,169,132
222,90,34,200,179,72
210,144,228,97,124,118
169,252,62,97,220,214
243,166,22,233,106,26
35,172,179,236,146,200
128,72,200,32,232,146
122,192,26,204,12,202
198,169,207,62,123,108
218,0,160,160,90,90
40,136,182,204,208,10
165,5,248,210,163,228
123,204,122,90,250,136
210,236,228,88,188,105
213,242,119,166,28,169
111,158,33,54,242,136
22,108,138,80,141,141
78,30,115,238,222,201
130,136,89,108,169,32
158,2,70,225,7,30
147,254,160,192,186,108
86,144,238,33,121,242
171,102,127,5,88,114
249,190,83,68,204,150
42,130,119,233,28,138
31,141,174,62,13,252
230,33,189,114,197,110
78,225,195,158,253,246
145,36,33,128,82,216
44,65,148,228,211,60
36,173,208,28,53,15
217,215,17,118,249,172
19,76,200,146,168,192
126,236,56,152,223,197
226,30,175,46,189,101
181,100,129,228,8,236
68,248,230,51,253,122
193,106,204,163,202,155
217,228,81,108,109,160
240,10,119,5,156,242
151,182,98,160,87,122
46,202,181,137,241,156
103,215,245,150,133,146
42,144,55,225,24,142
157,207,167,59,41,238
38,105,241,82,103,188
21,165,203,136,185,124
215,41,166,230,73,29
64,31,116,14,77,71
194,119,157,28,183,95
144,218,49,96,187,166
86,105,78,82,51,204
58,218,222,192,194,140
109,110,240,97,151,54
210,232,4,90,130,104
233,18,250,24,82,173
172,124,12,249,198,179
127,50,136,106,108,179
144,146,241,64,87,180
46,161,85,186,191,134
244,59,21,94,59,250
254,66,208,197,69,110
246,225,148,30,211,78
132,147,170,0,239,160
121,42,59,7,190,51
164,250,232,50,218,154
64,228,132,124,10,121
197,155,126,148,8,163
68,219,150,32,114,114
62,30,60,238,253,185
145,7,81,147,221,208
211,53,100,169,228,30
108,78,208,227,133,127
250,232,2,218,129,64
232,180,122,209,122,197
170,206,143,203,175,25
109,125,32,105,66,50
53,58,57,206,191,123
180,74,97,97,150,166
210,57,4,63,18,92
120,11,251,133,66,122
245,26,213,220,199,179
175,162,237,43,88,71
25,167,253,73,129,112
88,175,41,221,102,115
101,94,132,250,170,50
255,186,80,38,141,17
46,89,133,201,90,184
56,247,159,244,182,5
16,98,217,55,65,8
212,148,231,3,61,241
173,39,204,65,154,228
212,220,39,35,209,227
213,239,215,169,22,174
26,61,236,189,40,149
70,195,247,13,196,246
62,52,124,249,121,179
43,66,167,21,121,251
235,98,75,7,1,51
240,138,199,77,207,210
59,20,62,59,92,254
27,176,236,99,120,247
139,244,189,69,21,118
219,236,0,72,192,32
236,18,120,200,27,232
140,74,206,225,203,158
249,118,147,44,32,164
210,88,36,9,144,68
81,38,109,129,80,24
189,13,213,86,55,254
120,128,219,200,96,88
182,41,208,118,117,60
93,205,235,58,43,46
183,37,176,224,131,126
73,136,192,92,236,43
184,215,103,230,197,141
14,158,87,166,206,169
11,190,21,100,235,228
59,76,94,18,234,232
91,218,168,80,254,173
112,188,111,85,241,95
167,186,41,166,182,73
48,64,11,36,5,32
66,194,37,77,48,242
75,118,1,12,96,150
246,66,20,69,43,102
199,5,15,242,215,6
70,243,71,22,151,250
34,130,179,105,114,130
46,105,53,210,9,180
36,65,80,100,189,52
21,73,75,240,49,71
27,183,252,96,129,246
72,228,64,252,100,113
244,127,229,120,12,235
134,187,123,54,10,40
101,182,180,128,49,8
27,148,140,115,14,254
183,144,176,177,83,83
188,156,229,135,188,155
165,132,104,154,114,196
158,78,6,195,227,13
207,182,59,32,126,34
56,243,63,246,172,4
60,194,93,173,11,12
85,54,239,200,25,24
141,29,206,95,59,202
110,89,145,201,81,248
61,227,157,47,247,69
4,214,210,38,4,49
98,91,167,8,105,244
178,101,18,20,216,43
33,151,34,210,227,68
95,150,106,50,83,186
12,230,166,189,57,53
79,9,243,116,102,141
117,46,109,197,208,62
181,28,177,223,147,242
48,198,59,111,126,1
72,224,176,254,83,112
204,143,106,143,67,239
85,201,95,184,58,39
158,177,182,179,192,50
220,26,67,204,133,218
138,176,237,243,120,38
139,145,45,113,132,111
218,113,16,159,153,70
53,55,121,200,203,120
233,11,250,21,66,171
245,127,69,232,86,170
174,63,253,252,1,33
192,130,252,73,81,224
61,238,29,41,239,70
105,87,82,62,220,60
131,221,137,211,28,116
191,253,20,1,91,64
184,20,87,139,110,189
1,181,80,193,253,108
225,96,190,166,84,185
79,23,51,122,234,138
219,237,192,72,60,32
157,210,71,52,7,233
67,138,53,253,185,161
7,74,147,209,224,213
238,103,169,213,174,119
141,220,190,51,148,250
243,50,214,170,70,63
135,124,59,201,222,88
114,201,190,72,68,192
166,44,89,116,233,45
58,4,78,162,99,187
23,230,58,141,126,238
104,153,210,197,116,78
237,99,152,103,245,181
133,129,154,152,212,229
231,60,173,237,156,40
23,214,138,150,45,226
116,47,29,85,127,127
232,72,10,160,133,250
74,162,129,251,104,226
2,255,33,80,98,189
55,117,72,205,240,234
39,123,177,202,99,249
151,195,82,157,156,103
23,245,250,133,162,234
139,91,237,24,72,93
160,171,10,95,53,138
105,157,146,87,16,14
249,7,147,19,176,184
227,87,255,158,128,54
168,24,62,141,156,174
23,157,234,183,43,240
231,71,125,215,201,54
152,8,37,132,144,154
1,68,160,182,26,80
108,141,48,142,75,79
193,19,28,152,191,133
212,58,183,94,240,218
151,96,226,198,127,79
88,83,89,172,153,76
133,50,138,202,109,201
144,56,81,31,173,158
44,22,244,202,21,41
171,198,79,95,67,90
85,152,143,149,207,51
187,106,230,3,221,97
211,102,244,133,21,10
219,213,192,87,188,46
165,213,184,183,135,208
187,149,86,115,254,94
192,202,140,105,238,242
105,150,18,82,104,12
18,134,200,107,8,179
52,210,169,36,126,0
120,224,59,254,30,64
238,196,121,142,123,95
218,26,16,172,169,92
158,59,134,254,123,16
218,57,96,191,38,84
97,79,118,179,76,50
146,218,96,64,150,36
66,112,101,31,52,222
105,34,210,3,68,33
150,82,210,76,68,2
230,65,93,68,187,118
22,12,106,102,243,149
22,243,218,22,208,170
5,95,162,250,43,82
183,28,112,255,255,112
0,79,0,35,112,19
143,8,255,116,240,77
55,34,72,227,0,255
176,112,35,63,19,172
120,236,251,248,178,67
210,5,212,34,183,83
112,220,143,99,143,71
255,87,128,94,184,42
183,151,240,178,135,82
107,220,19,83,200,156
216,199,161,239,170,233
47,218,5,16,162,217
91,65,56,20,143,139
15,61,55,109,72,192
112,236,63,120,220,75
227,225,79,206,179,27
178,188,98,117,247,29
164,255,8,48,116,155
61,4,45,82,84,124
15,121,199,75,127,209
8,21,148,139,147,13
112,182,111,80,81,93
45,187,68,6,22,67
106,69,131,134,153,251
37,98,32,231,50,125
234,25,43,173,7,108
83,192,236,220,120,163
251,219,194,80,93,13
43,86,71,30,71,254
199,128,143,184,79,39
163,97,171,134,207,123
11,74,53,17,185,217
199,113,127,207,168,27
46,140,37,174,208,141
133,78,26,243,236,214
200,166,8,217,100,225
36,62,128,92,168,43
158,151,118,162,204,59
74,222,17,194,233,253
90,97,120,150,171,194
63,93,60,91,77,232
18,42,136,55,236,152
136,133,204,202,186,169
246,254,100,16,212,73
103,96,37,198,16,191
105,84,66,63,101,60
68,205,230,42,45,119
180,108,161,112,154,175
68,253,86,49,126,123
168,218,110,224,145,158
65,214,196,246,14,52
103,249,117,131,45,153
164,21,72,75,240,161
71,90,183,216,240,145
247,65,228,212,236,39
56,209,239,229,233,12
170,22,159,170,38,47
177,117,35,173,195,236
61,200,221,56,227,79
255,147,0,48,176,27
83,12,28,182,207,144
11,49,5,43,146,199
112,79,207,35,27,99
188,7,229,195,140,189
254,149,32,163,194,91
221,8,83,84,172,159
28,134,127,139,88,61
25,157,93,87,123,126
202,8,137,164,204,72
42,224,151,222,66,146
197,96,78,230,35,157
115,247,110,196,193,142
44,223,244,162,5,27
34,220,35,67,211,149
212,243,183,54,224,232
30,122,142,218,239,128
217,56,97,15,182,151
32,34,226,19,95,40
154,102,196,149,14,3
215,225,214,142,246,47
148,117,51,125,202,137
57,236,15,104,199,66
239,213,89,23,249,26
131,28,233,191,186,68
38,134,81,43,77,135
18,27,248,44,67,148
229,243,60,166,173,153
60,21,13,203,214,57
86,127,62,88,108,201
176,168,67,94,165,154
184,148,247,195,52,157
169,7,14,19,247,232
196,138,238,13,217,230
49,109,123,160,106,106
51,147,186,240,230,215
125,6,201,83,8,60
180,157,145,7,17,147
249,208,195,117,109,141
224,30,46,14,245,231
149,173,179,140,2,254
193,80,140,189,78,149
115,163,238,235,201,155
88,84,25,175,77,77
82,114,124,30,25,206
237,123,152,106,117,179
157,130,247,25,84,253
63,49,76,107,178,243
98,86,135,14,43,247
247,68,132,214,10,38
101,177,84,131,191,9
228,116,108,125,112,249
111,115,33,78,162,179
187,114,230,14,93,103
203,101,153,4,149,18
3,216,33,209,146,245
208,85,181,47,129,197
56,254,207,240,139,7
77,51,210,74,212,1
199,64,255,212,112,23
127,10,200,117,200,189
184,213,7,231,211,141
148,254,19,48,232,171
122,223,10,194,117,205
29,186,95,6,138,115
45,158,164,22,184,74
55,161,184,170,199,223
207,146,27,48,44,43
20,215,59,38,238,33
25,242,157,102,103,101
85,196,255,190,48,36
251,16,50,57,26,63
28,188,127,149,248,51
163,154,235,244,219,69
32,22,194,10,13,37
166,64,137,68,76,54
98,216,87,65,174,212
205,135,42,27,231,172
77,172,226,12,191,38
148,97,35,118,131,140
41,254,214,96,134,86
75,78,65,19,196,152
222,5,226,226,175,95
125,90,73,120,128,43
200,23,88,138,217,205
193,122,60,170,189,159
245,22,5,218,98,176
151,115,66,206,149,75
163,241,107,199,163,95
171,154,47,116,181,77
17,242,89,230,9,109
100,32,100,82,52,108
57,112,223,47,98,101
71,20,247,251,52,130
41,9,54,20,8,107
68,179,22,18,186,104
118,146,188,32,117,210
61,180,61,1,93,80
187,125,86,9,126,100
40,212,86,231,110,29
193,239,60,233,109,186
32,6,178,3,50,33
170,50,207,186,75,38
129,33,40,130,134,201
107,8,35,52,147,169
0,238,16,121,233,59
106,14,3,167,225,233
142,234,95,155,138,52
125,185,121,7,43,19
231,56,205,239,234,41
11,182,21,96,107,230
51,77,122,146,106,224
19,222,8,210,228,228
92,60,107,221,243,83
38,156,161,39,154,129
180,232,193,58,236,142
216,143,129,207,56,251
111,242,1,6,32,147
114,64,142,4,79,226
99,15,23,183,122,160
202,250,105,210,146,116
96,29,118,15,108,103
64,245,212,117,183,125
128,201,24,104,29,178
143,2,111,113,17,79
153,179,53,66,169,245
126,101,232,212,170,231
31,221,254,19,32,232
162,122,219,26,192,60
204,29,170,207,15,203
119,25,12,253,22,177
90,51,184,186,231,214
221,150,3,18,97,184
22,199,138,15,189,167
37,9,224,212,110,103
113,213,207,247,187,4
166,50,25,122,45,42
180,71,241,103,135,165
187,168,134,110,203,81
137,29,220,31,51,206
106,219,211,192,84,220
47,35,213,99,215,231
214,141,150,46,18,117
232,29,170,143,15,239
119,9,76,244,50,181
90,113,248,159,227,198
15,223,103,18,69,248
6,163,131,59,249,174
67,77,197,146,62,144
60,161,29,154,159,20
230,123,61,90,45,120
180,107,209,115,85,174
159,141,166,62,9,124
228,41,188,86,69,238
70,169,199,62,127,236
216,8,161,132,218,218
32,192,178,108,82,16
236,41,120,214,43,230
119,77,92,210,123,164
26,104,76,146,162,128
123,104,58,2,158,161
102,186,165,54,248,200
19,232,136,202,204,233
202,186,121,246,155,100
36,4,80,66,109,37
16,64,217,36,97,0
118,144,60,33,29,210
159,52,102,105,117,82
45,252,52,33,217,82
241,60,87,141,238,190
41,180,246,65,52,68
137,102,12,37,102,208
229,5,124,210,233,164
90,72,104,128,178,200
82,72,172,0,220,192
99,172,55,236,216,136
161,204,218,250,160,210
250,100,82,148,108,99
112,247,143,116,191,77
20,82,91,108,8,0
196,128,110,8,49,228
155,236,4,72,194,96
237,22,120,90,91,168
136,110,204,177,138,147
221,224,211,46,100,165
212,24,183,77,208,210
53,100,57,228,95,108
106,64,243,132,118,250
124,18,153,200,101,120
180,235,209,59,85,142
31,159,238,54,9,248
100,99,180,119,225,124
142,169,143,190,95,36
202,96,41,150,22,82
106,76,19,130,200,249
72,243,48,246,171,116
63,13,92,118,123,252
90,65,232,132,234,202
59,201,190,88,68,201
166,40,73,118,160,44
58,20,222,171,34,191
35,116,99,141,119,254
108,128,208,136,101,76
180,242,145,54,97,136
86,220,174,3,157,225
247,46,228,229,156,60
151,221,130,147,25,96
189,38,85,65,79,244
179,5,18,178,216,114
65,190,4,196,226,46
63,53,252,105,161,242
74,230,1,221,96,243
102,118,133,92,42,251
215,210,86,148,14,35
71,243,151,134,242,187
22,118,58,92,126,139
248,173,67,220,117,211
253,180,193,1,44,144
132,129,74,8,177,164
211,200,36,216,144,33
193,18,252,152,81,133
173,218,140,48,238,219
121,128,11,88,5,25
130,221,89,67,121,53
139,9,157,52,87,73
110,208,33,133,18,218
216,64,193,164,108,200
112,168,191,94,212,90
135,104,235,194,251,93
82,27,124,44,9,212
196,119,46,124,229,217
188,177,69,147,182,144
224,33,126,18,168,232
126,250,184,146,247,192
84,156,47,7,213,115
151,238,242,137,150,108
82,80,236,13,120,198
107,239,83,73,92,144
59,129,30,120,158,219
198,128,95,40,42,102
151,149,34,179,195,114
221,142,67,31,197,190
30,132,238,170,57,191
191,68,36,86,80,110
77,49,194,75,253,1
65,80,180,189,81,21
125,155,233,20,74,27
97,172,6,204,195,10
173,181,252,1,161,192
202,252,105,209,242,117
230,29,173,111,12,97
118,246,172,20,60,203
93,169,27,14,28,55
239,216,137,17,204,25
250,205,98,202,103,73
149,208,83,181,44,225
196,190,254,20,144,235
1,123,48,170,43,95
183,26,32,252,178,113
146,31,208,46,21,21
235,219,171,80,111,29
49,127,75,168,81,110
173,161,188,10,197,197
206,190,187,180,182,97
16,86,153,46,37,5
240,210,167,100,121,196
123,126,122,8,218,164
224,248,62,115,156,222
247,162,148,171,99,31
7,190,115,164,222,232
34,154,147,100,224,132
62,74,92,193,139,172
221,108,163,96,155,134
68,123,70,122,23,90
170,216,255,193,240,28
231,15,189,247,37,36
224,192,62,108,28,208
207,165,107,40,227,38
255,161,16,42,153,23
229,26,140,220,238,163
185,187,231,70,77,215
66,54,213,56,7,207
131,155,57,244,47,101
85,68,255,246,48,4
123,2,122,49,26,187
156,246,119,180,92,161
107,154,163,116,251,141
50,126,74,24,193,173
236,204,40,170,214,223
198,2,31,97,46,70
133,199,42,191,231,244
13,133,70,26,247,108
212,192,167,44,89,228
233,108,58,32,222,178
98,178,23,114,42,206
55,203,248,153,67,197
53,222,201,178,136,66
108,165,16,152,217,69
225,54,174,136,61,172
157,12,135,86,139,222
45,82,244,124,85,121
239,235,105,11,2,21
49,43,203,135,89,123
217,42,81,7,141,147
190,16,228,233,124,58
41,222,182,114,176,94
115,42,222,167,194,185
157,119,87,108,222,192
162,140,91,110,232,1
154,128,212,232,103,58
181,238,241,169,151,206
82,155,204,100,90,244
104,213,114,231,238,93
137,203,28,121,63,251
12,2,54,193,56,12
143,134,143,59,47,110
37,65,240,244,231,117
61,205,205,58,58,78
190,131,180,169,225,30
110,158,209,166,133,201
42,184,7,247,131,132
185,250,23,98,170,199
127,207,200,27,24,140
61,206,221,59,131,78
121,147,219,80,208,29
101,15,100,215,68,38
214,81,6,77,147,66
16,149,41,67,198,53
223,121,178,75,66,1
21,32,155,194,68,93
6,107,83,83,28,156
191,135,148,59,179,94
98,154,215,100,198,196
47,14,85,119,207,236
155,8,132,52,202,89
41,137,6,92,19,75
200,145,88,193,185,236
199,104,175,194,221,29
67,95,117,154,77,148
130,19,9,40,180,6
209,67,5,181,178,129
130,104,217,18,225,24
94,157,170,167,15,249
247,3,100,241,132,55
218,88,144,137,193,76
124,178,249,146,83,80
12,157,6,135,83,43
220,167,83,153,220,245
115,181,238,225,169,158
206,86,139,206,45,91
244,120,69,123,166,234
105,27,146,28,112,47
255,21,0,123,208,58
85,30,143,222,175,18
189,120,117,107,189,227
101,47,132,197,58,46
206,181,139,177,157,99
215,103,214,197,150,14
146,103,160,21,170,11
143,165,127,40,232,102
250,181,18,241,216,87
241,174,135,205,171,154
15,116,167,77,25,210
93,116,11,109,69,0
118,208,60,5,29,194
223,61,66,109,117,16
109,217,48,49,11,27
149,60,115,205,254,218
32,128,178,72,82,0
172,32,92,210,43,164
55,104,88,194,169,237
126,104,104,210,178,228
114,92,126,11,248,229
67,252,245,193,181,188
193,133,172,218,140,160
238,154,121,164,155,72
4,16,130,73,73,0
48,16,27,9,12,52
22,217,74,1,49,160
139,202,77,89,130,121
89,27,57,28,47,31
213,126,23,232,234,138
251,237,210,72,52,0
153,64,69,52,38,201
81,8,61,148,157,19
7,88,179,217,210,209
