b0,b1,b2,b3,b4,b5
72,147,16,22,233,17
240,163,31,218,182,12
137,200,191,75,192,204
247,241,18,0,240,37
37,255,76,67,90,189
3,80,220,80,247,3
236,191,222,222,136,159
0,156,79,44,189,137
107,163,54,38,87,154
61,233,40,99,127,39
21,100,135,236,116,245
179,21,27,116,10,45
102,77,202,197,233,189
174,114,85,231,171,109
113,164,74,186,110,7
110,159,99,36,222,92
176,33,18,127,108,41
23,236,37,74,34,195
21,231,126,171,141,215
130,80,58,89,238,94
74,235,238,141,36,187
74,85,168,86,127,238
17,167,130,217,57,150
98,94,150,43,46,144
185,50,14,211,53,144
147,169,162,197,16,159
87,208,79,0,175,88
145,121,105,168,64,255
214,85,170,167,56,239
239,38,212,98,185,225
221,153,61,82,50,75
18,62,14,38,76,208
213,141,104,35,92,159
161,143,233,42,134,132
50,122,28,169,236,67
15,147,74,17,61,68
155,119,16,61,5,116
200,108,57,45,180,195
70,92,10,44,194,165
114,207,8,224,164,19
59,82,231,80,132,166
243,137,7,72,52,211
164,214,30,145,190,90
23,29,216,158,0,4
65,231,122,112,253,225
250,246,3,212,193,18
120,104,76,119,189,85
158,139,219,236,245,52
169,158,78,44,88,52
190,144,18,159,215,156
172,190,31,117,108,36
29,61,19,82,215,255
40,153,255,126,97,79
236,64,105,145,47,246
237,63,240,159,129,10
228,9,135,102,79,254
191,239,47,183,214,55
130,137,183,178,224,151
165,216,110,7,64,179
129,72,241,70,106,246
166,162,224,22,182,52
94,216,152,180,139,31
85,188,114,132,45,9
126,128,128,77,34,161
19,3,175,110,190,98
149,200,151,171,32,248
81,214,207,105,58,194
92,165,29,194,129,200
230,156,193,176,188,56
3,251,245,134,210,98
8,59,137,215,195,133
171,254,242,225,210,90
202,248,176,7,183,69
194,20,115,196,217,198
249,149,159,86,75,124
221,7,247,182,246,198
86,7,244,252,78,40
168,147,70,246,229,42
123,92,250,235,54,132
99,14,26,232,83,208
190,131,190,174,216,114
8,168,60,187,35,252
66,37,150,169,111,10
127,87,45,53,128,67
44,59,182,67,57,217
218,62,171,252,176,130
232,233,89,198,34,213
135,188,93,63,78,141
62,41,221,180,129,53
77,108,103,63,97,81
118,200,176,38,178,195
225,108,111,240,139,10
234,54,130,38,70,7
230,80,188,84,129,128
222,136,199,66,171,16
225,243,249,228,12,97
164,110,120,253,201,246
85,4,109,207,209,16
98,87,110,52,18,112
96,15,16,23,137,80
227,101,107,253,37,200
51,52,28,52,40,183
141,4,172,97,96,86
33,113,227,56,200,39
125,229,137,58,236,13
103,86,37,67,108,43
23,167,153,26,24,63
248,41,184,29,158,224
234,46,71,180,32,110
27,139,99,147,115,215
138,43,192,147,0,177
26,242,65,133,206,66
207,41,141,151,116,122
221,140,39,90,131,247
128,96,12,145,224,131
114,150,56,25,52,51
159,172,104,224,192,58
75,56,143,246,183,35
249,156,54,156,175,123
58,221,94,111,209,116
220,12,247,57,207,152
34,167,39,74,236,46
139,210,238,219,66,121
238,9,125,197,88,70
162,109,239,224,65,12
244,0,149,210,223,81
52,30,242,213,43,140
164,113,34,62,110,12
59,39,73,32,121,237
194,227,159,90,49,24
37,231,205,107,48,75
161,92,237,202,241,196
180,246,66,234,69,46
52,187,226,35,9,38
240,108,43,138,157,55
57,2,223,67,228,236
29,147,240,48,165,143
119,75,101,178,210,174
158,40,86,226,5,148
49,81,247,48,42,2
97,140,212,1,23,152
1,231,3,3,254,8
92,27,212,56,38,78
189,47,183,210,208,170
104,29,219,188,77,136
147,57,2,180,109,255
36,31,171,173,47,90
146,19,41,3,230,148
68,26,190,107,251,233
109,154,215,84,25,58
134,174,52,18,182,91
42,232,157,218,126,14
204,191,24,206,106,26
77,10,29,146,36,155
60,204,58,87,211,122
18,20,78,90,184,251
139,19,224,80,43,217
192,155,16,228,246,243
88,113,40,159,57,21
63,180,227,62,178,9
152,119,195,165,2,98
10,69,18,39,222,89
213,241,48,82,152,147
241,145,247,59,148,59
40,120,152,91,114,3
112,75,38,140,81,165
242,73,240,95,171,94
158,237,214,30,27,124
1,250,40,214,112,56
143,159,9,253,82,30
42,117,6,228,88,75
104,224,160,211,56,21
227,220,210,140,184,158
118,51,176,103,179,254
55,113,120,121,251,76
99,177,107,103,63,10
143,116,224,159,15,150
25,75,140,193,145,231
27,233,146,139,226,78
186,25,238,241,53,7
66,51,239,221,218,204
129,194,140,56,18,89
167,133,55,175,105,145
101,98,201,120,128,76
204,104,135,17,218,150
65,164,126,234,187,136
173,108,63,76,43,52
234,142,158,163,127,48
227,241,218,155,245,239
111,221,195,188,253,174
29,174,155,82,211,254
17,14,41,157,40,112
83,117,26,219,65,5
26,15,245,57,87,237
73,78,19,221,223,160
110,224,214,82,96,117
244,35,254,207,81,20
136,133,238,110,68,111
242,73,181,45,32,229
96,209,114,121,47,95
38,239,73,131,54,115
140,75,236,118,33,29
169,40,74,10,60,56
74,113,192,250,18,0
146,40,188,26,39,121
110,131,34,46,200,33
174,170,188,214,178,103
118,221,251,63,113,33
44,79,133,218,147,123
163,200,181,219,0,160
190,129,233,83,231,8
156,50,186,58,232,174
220,82,201,211,148,69
207,214,253,29,213,132
51,61,85,203,78,176
27,68,10,65,228,167
118,108,85,86,169,78
250,7,254,90,209,16
28,89,234,192,161,80
87,109,162,94,50,232
206,160,235,172,226,54
125,247,135,119,80,255
203,240,48,59,148,69
122,20,239,168,42,100
80,156,181,112,248,211
36,80,176,93,77,128
108,120,130,20,151,109
20,113,147,171,113,74
56,29,199,214,179,122
142,184,160,237,209,26
82,116,69,100,232,172
114,240,137,218,146,52
21,81,230,71,224,68
23,52,103,81,217,135
18,125,65,7,93,233
17,2,110,183,232,224
171,171,153,47,127,72
43,166,242,182,238,134
51,174,171,63,6,94
20,162,158,140,175,91
104,33,107,190,177,50
76,41,209,251,40,114
188,240,14,233,115,97
245,101,204,182,226,240
24,179,222,243,206,229
179,28,166,113,8,110
236,153,141,245,178,100
113,173,138,206,16,222
111,144,34,12,18,163
167,24,215,169,170,48
69,35,169,53,46,195
196,227,230,7,26,173
88,209,16,242,142,185
10,82,116,33,223,217
63,197,194,175,234,172
152,133,65,185,111,102
186,252,1,225,8,137
91,45,233,122,87,201
233,159,143,101,82,58
75,251,21,167,215,205
142,28,38,251,106,145
162,223,100,54,155,118
219,210,153,75,246,63
50,49,145,198,50,132
59,25,206,168,36,233
30,73,120,106,205,210
224,18,27,22,34,227
217,34,170,117,126,12
128,33,105,153,138,204
61,18,234,72,5,246
52,169,148,187,187,203
209,81,140,151,113,36
123,247,130,83,121,231
96,198,187,161,37,89
250,15,184,77,44,156
1,176,77,53,154,92
217,151,170,145,89,229
58,135,76,192,142,78
43,2,98,37,47,254
146,98,192,175,0,242
39,71,124,248,3,200
226,51,51,208,126,221
179,98,83,127,24,188
91,104,47,212,121,38
14,49,238,144,202,226
106,152,207,102,202,95
73,233,106,243,247,75
248,13,86,219,19,135
133,219,44,17,16,181
243,44,48,131,84,60
49,174,1,239,86,90
216,42,196,81,55,182
96,199,53,169,182,11
252,11,227,224,38,109
51,185,67,168,46,30
146,228,41,177,92,90
178,37,69,183,95,17
232,5,213,87,34,244
66,55,146,162,137,100
75,188,181,161,0,190
227,170,147,247,158,254
76,116,166,106,244,73
114,27,207,8,0,243
123,149,103,14,53,15
60,221,68,148,26,109
209,71,195,210,119,87
191,17,138,5,83,235
22,169,112,63,2,37
246,208,148,212,152,94
0,201,128,21,85,33
79,213,140,95,11,143
198,238,87,187,87,253
6,3,78,197,120,160
33,230,13,122,182,205
137,93,213,77,32,56
232,250,217,76,222,80
60,42,171,245,148,136
223,184,234,55,88,126
213,41,12,117,175,56
9,201,22,11,86,216
202,24,227,229,135,37
219,24,167,54,249,135
204,24,164,148,161,204
9,240,164,114,193,74
99,226,249,33,19,5
8,243,133,73,58,244
85,202,175,233,84,135
181,250,249,101,11,94
49,103,10,39,141,66
13,127,218,170,161,239
76,2,252,27,91,175
233,97,71,179,103,130
215,187,90,163,96,166
54,204,62,154,121,149
82,235,5,57,55,152
208,163,245,99,237,71
167,118,22,30,157,197
2,188,176,226,186,79
101,31,96,86,93,122
245,126,8,205,176,155
231,92,65,232,188,255
54,31,145,126,107,51
100,52,230,77,44,105
238,82,134,255,212,231
156,27,52,16,182,192
115,245,3,109,199,50
195,15,97,10,165,98
57,141,7,108,113,103
208,155,154,10,163,248
4,74,118,235,90,97
37,238,103,128,192,35
238,27,105,105,34,113
152,205,12,180,15,104
104,113,194,98,19,93
180,140,200,251,83,171
82,49,117,31,73,7
66,8,117,56,109,178
159,225,82,192,103,194
12,48,6,192,118,133
12,198,7,252,186,110
116,72,96,217,197,153
171,205,133,164,155,111
181,245,153,215,19,235
30,191,206,234,152,212
67,174,158,155,20,232
168,253,122,84,60,223
7,109,22,89,25,11
24,204,99,154,158,91
191,164,75,254,181,112
1,172,22,201,216,80
8,81,81,232,147,115
251,223,16,218,235,139
107,118,176,225,25,99
244,122,208,116,64,183
114,77,183,7,160,41
52,162,116,218,53,75
190,17,173,110,241,108
28,35,116,38,16,247
44,84,132,117,78,87
139,144,122,176,21,0
73,58,95,162,2,232
192,20,129,246,63,222
244,15,41,134,218,151
69,75,22,212,47,136
1,121,67,114,59,125
183,65,204,51,104,132
7,26,97,239,206,133
221,154,175,144,122,115
240,234,202,89,203,251
43,63,79,85,26,171
39,76,17,100,26,228
221,162,114,18,137,35
209,54,42,76,60,103
44,45,249,233,61,139
253,8,92,130,155,251
254,178,202,229,93,87
245,244,6,136,99,144
79,21,190,12,20,123
93,253,246,154,230,122
23,38,220,108,216,244
208,35,251,235,178,155
100,221,161,106,5,139
199,99,143,226,148,4
141,218,45,217,2,127
12,52,128,78,30,186
58,132,96,21,220,209
211,33,93,238,229,198
73,1,11,126,215,115
133,158,27,220,168,183
123,40,240,96,179,153
209,101,253,35,64,11
188,95,10,32,28,96
205,118,100,3,115,110
200,72,220,251,218,94
31,34,52,140,90,52
36,99,16,12,142,84
165,115,187,96,96,130
250,185,66,11,104,221
118,154,56,9,153,4
38,237,242,54,233,11
114,137,48,163,56,184
57,0,151,177,217,119
31,0,92,68,249,199
155,123,84,214,85,194
216,67,104,16,10,5
217,56,153,60,17,41
150,128,73,92,111,149
177,69,138,134,83,193
245,77,100,107,140,34
64,218,78,92,179,226
128,204,96,41,208,218
222,83,220,53,245,88
62,44,186,61,233,85
13,150,21,159,194,55
103,146,87,109,168,141
31,37,16,209,161,5
34,192,143,176,30,194
198,252,174,43,49,136
254,148,214,194,116,7
253,187,138,153,15,140
14,30,171,183,76,224
218,73,85,253,13,77
210,193,96,76,217,190
136,75,163,244,248,74
234,135,146,22,182,169
194,130,159,44,220,212
25,83,83,222,56,236
115,180,197,224,25,65
42,15,27,153,41,191
166,220,96,109,49,218
179,87,225,112,85,62
106,149,151,36,209,168
129,13,45,23,193,86
182,2,119,138,95,90
144,129,172,8,9,179
112,177,109,113,104,155
50,169,104,7,30,136
51,122,22,240,174,249
172,100,126,204,49,244
154,186,150,57,35,53
25,23,39,219,165,173
5,153,38,16,223,188
185,194,8,63,92,33
255,96,148,47,142,53
127,219,42,54,161,188
206,132,50,82,177,35
176,148,119,96,27,195
188,142,116,9,68,192
187,193,122,111,73,125
27,87,209,230,214,106
173,127,208,139,18,16
104,42,242,188,22,79
64,127,162,97,191,62
54,165,18,186,224,110
111,178,155,212,232,154
186,218,56,36,193,189
251,35,98,35,168,111
54,136,99,140,85,152
97,39,95,3,30,190
84,70,115,42,89,106
40,70,199,80,225,102
179,254,13,182,32,192
17,206,71,160,69,211
189,143,154,245,192,65
32,191,66,4,89,35
188,236,94,173,154,32
252,205,163,29,141,42
24,5,42,9,20,116
172,10,131,117,13,3
17,138,230,203,184,126
142,72,156,124,45,240
76,243,58,187,239,127
254,78,54,184,169,208
137,191,179,134,51,247
19,82,110,70,190,170
150,248,138,237,63,98
204,143,212,105,42,182
48,25,226,90,252,61
241,116,158,97,80,252
73,92,60,172,253,73
108,10,186,20,39,61
97,142,179,102,240,130
123,51,85,20,208,153
26,140,92,153,147,114
252,238,246,99,235,193
107,141,197,38,254,36
247,86,85,242,90,3
242,167,43,58,50,174
105,173,209,124,139,87
185,210,111,164,41,103
104,5,143,166,185,211
246,107,45,241,255,50
219,31,86,87,229,106
77,236,99,215,7,67
219,34,31,253,0,159
174,81,42,190,28,129
132,85,61,225,205,172
177,174,190,229,41,42
20,129,224,129,139,141
17,182,142,102,237,225
107,97,31,234,89,5
86,141,111,172,25,255
114,211,135,183,80,175
172,176,141,40,10,28
213,175,253,228,149,20
201,238,248,167,183,126
83,56,239,41,56,238
247,149,87,87,76,238
101,121,122,96,242,0
98,67,223,239,240,16
26,128,170,131,62,170
0,25,235,126,122,22
23,39,14,74,167,205
23,167,63,107,189,72
160,85,78,95,93,197
55,19,179,235,249,179
117,213,193,125,12,230
120,212,177,47,77,135
91,191,239,77,118,26
113,145,119,96,210,131
95,5,171,200,70,67
221,81,255,97,24,43
69,192,48,140,5,219
169,128,95,246,72,203
89,39,86,25,10,188
229,163,173,13,220,235
232,17,165,3,48,2
42,195,32,16,246,170
206,7,2,171,174,160
18,27,104,172,7,241
1,7,105,31,21,229
45,129,89,117,252,52
173,116,119,6,206,196
121,16,68,145,28,101
169,31,227,8,248,211
73,252,207,218,185,121
13,59,71,201,150,75
203,46,234,161,49,81
32,29,32,51,162,203
73,76,146,3,22,149
231,1,61,144,190,249
240,151,250,31,132,78
144,16,96,5,191,90
59,11,52,243,164,115
230,90,153,122,245,37
172,150,37,204,24,167
143,16,169,108,12,237
29,28,171,10,219,147
180,208,145,173,11,228
184,116,193,14,102,22
102,157,26,6,223,103
86,161,24,109,116,136
2,104,72,233,177,37
94,135,188,126,146,224
139,200,189,17,105,225
79,101,2,229,184,120
173,43,169,173,245,95
30,34,186,191,23,131
139,110,192,46,3,137
72,29,159,246,108,25
109,157,233,0,37,219
201,59,168,177,147,162
117,237,73,125,2,44
39,50,252,74,146,202
200,195,184,190,252,190
95,155,98,48,34,141
218,2,177,192,191,197
122,55,116,89,122,150
239,12,84,136,71,235
57,147,200,205,121,179
211,154,108,28,30,32
75,167,220,54,193,72
222,85,50,145,223,116
159,159,142,148,224,250
189,182,9,231,48,2
41,175,18,96,109,215
183,66,7,162,164,129
243,62,45,51,199,209
245,71,55,136,76,125
146,250,13,157,128,112
104,47,201,118,205,151
143,13,43,161,200,140
6,172,251,134,43,247
132,90,174,153,118,184
139,77,89,188,90,25
212,218,67,213,91,170
210,19,160,229,61,101
218,34,72,78,54,142
44,196,74,46,205,188
206,37,148,1,7,191
204,90,123,34,122,54
197,151,95,148,125,44
177,197,62,182,206,42
70,171,224,151,99,132
119,248,201,141,147,4
117,217,151,90,164,22
48,249,183,95,33,109
74,12,253,213,38,140
116,253,16,147,51,190
92,80,138,137,165,233
222,210,99,184,18,233
226,85,7,133,79,193
159,80,81,200,245,227
176,26,71,160,200,165
189,227,31,46,253,227
139,120,121,58,7,24
20,202,73,199,48,179
16,82,226,96,60,221
29,117,235,113,210,125
250,234,232,182,209,155
33,76,20,184,0,5
142,74,15,9,4,189
129,29,253,94,224,159
97,57,147,221,7,252
85,63,156,207,223,46
205,139,94,109,121,162
153,151,77,2,171,90
1,134,145,194,133,133
108,207,137,203,131,12
15,203,252,206,178,177
192,101,113,133,158,159
55,27,153,44,38,55
47,230,134,3,143,81
178,59,32,15,114,102
56,179,31,65,221,109
61,243,99,53,187,50
211,14,172,247,137,246
18,75,131,194,216,9
64,36,160,50,228,87
178,145,27,235,120,13
34,189,78,224,25,32
255,89,192,163,46,20
142,133,92,255,153,55
114,103,131,192,63,249
143,241,16,0,79,85
187,122,114,238,10,63
142,59,197,13,147,136
27,23,209,23,151,88
133,30,180,82,140,25
81,215,127,250,173,237
164,11,107,137,20,76
205,17,47,233,18,241
49,246,244,68,159,95
216,119,238,110,62,147
246,4,27,102,151,212
26,105,250,95,251,213
14,164,6,6,147,69
185,180,173,74,253,168
237,148,107,166,54,162
167,214,156,154,14,99
162,197,204,130,90,98
1,185,194,29,146,229
74,117,87,156,110,209
30,68,179,70,245,94
80,143,151,249,127,241
230,159,135,247,97,208
70,250,58,202,128,145
243,43,134,142,64,107
100,165,176,244,123,192
53,69,134,203,122,7
92,117,251,23,52,146
235,214,67,130,206,75
89,24,208,18,150,5
201,55,178,191,76,243
155,116,4,141,71,48
34,59,174,34,46,159
7,20,135,29,184,229
74,120,19,4,196,188
169,51,191,26,186,52
145,126,75,164,95,15
167,225,3,168,29,109
115,88,49,98,18,218
79,174,198,172,216,19
2,214,196,20,57,43
204,134,237,171,82,171
34,40,32,66,3,52
16,81,20,201,174,91
141,140,220,145,241,209
176,42,115,238,78,124
76,255,85,37,219,219
117,103,25,27,197,97
180,45,234,18,160,190
40,45,162,142,213,241
244,237,236,247,175,112
154,235,196,70,27,158
48,10,48,77,188,217
52,202,41,69,115,2
119,91,41,165,52,146
248,72,19,120,34,223
82,107,124,37,184,126
161,121,228,205,44,143
33,132,190,25,168,124
167,249,216,86,100,252
69,241,179,53,158,138
131,27,119,206,117,14
171,71,36,90,125,63
139,170,226,222,104,12
118,189,192,79,17,12
82,236,50,76,18,19
136,107,4,2,102,89
109,65,185,207,30,215
200,211,218,167,207,189
234,229,189,224,189,230
92,133,37,14,234,204
77,25,123,52,57,63
148,123,16,105,163,199
214,235,144,107,54,18
63,67,15,66,248,14
139,10,234,88,119,48
194,166,40,9,32,88
142,64,231,196,33,198
13,209,170,113,89,154
18,254,133,33,48,90
97,82,216,97,17,170
20,244,31,7,145,160
90,118,57,247,231,230
71,13,20,146,0,21
48,119,24,166,150,230
228,55,210,64,241,172
56,3,137,214,99,234
23,76,84,229,81,251
236,72,190,12,180,250
252,222,228,161,47,221
37,93,174,219,82,25
41,210,99,166,171,81
21,187,85,11,95,247
116,236,238,190,155,193
141,13,142,164,85,240
63,108,182,48,191,207
162,5,24,218,49,173
199,105,207,173,246,197
32,151,199,182,73,93
135,42,253,243,135,132
107,28,120,5,232,1
168,190,203,60,133,132
202,166,43,169,47,155
160,155,90,205,218,247
167,115,22,137,246,182
225,155,7,195,229,149
11,107,174,88,204,109
25,184,163,192,188,54
141,49,186,135,99,228
193,63,246,142,4,109
5,171,14,120,166,131
148,13,92,126,12,29
112,182,9,82,149,139
171,128,91,148,140,77
195,109,13,176,28,75
176,19,83,144,96,70
29,154,94,28,247,74
14,200,209,217,162,134
16,185,77,171,13,123
232,24,67,116,123,181
61,71,124,211,254,224
1,224,193,53,11,151
173,227,195,174,68,47
247,84,44,222,106,204
57,157,227,93,63,250
85,7,146,244,158,6
60,163,67,122,237,95
27,99,4,232,77,33
78,168,13,152,120,166
212,181,230,4,95,48
128,180,147,157,188,10
161,203,179,229,163,204
237,105,189,166,27,29
187,88,222,122,20,247
199,243,74,25,131,158
146,103,111,72,194,215
53,4,173,48,92,205
80,62,113,1,208,160
17,132,244,101,182,120
108,163,208,240,47,215
200,40,119,120,169,172
5,194,233,168,118,174
34,5,140,61,76,254
66,136,25,195,6,120
64,253,124,156,228,77
150,38,56,32,125,90
77,234,216,145,248,222
2,131,226,250,131,9
207,173,247,137,65,244
143,71,216,153,184,117
201,241,116,27,25,30
166,85,180,161,183,202
57,149,246,117,248,141
52,167,51,26,95,28
70,22,194,200,214,44
110,44,244,125,16,41
196,211,99,217,113,98
31,196,89,183,154,205
200,34,27,232,150,124
177,75,133,241,121,182
254,214,245,225,229,49
197,118,97,9,156,44
76,207,178,41,249,125
29,26,60,75,5,70
244,30,165,221,96,145
248,233,11,116,243,111
214,77,168,236,6,151
201,69,192,253,11,120
246,239,79,64,105,223
195,106,112,143,236,23
207,215,245,163,199,1
59,95,154,53,198,45
34,117,81,28,38,124
247,66,77,142,194,221
41,252,249,226,200,212
101,231,104,205,255,157
173,255,117,242,103,254
20,161,126,176,3,26
5,237,125,156,231,13
250,204,225,57,57,227
183,53,56,147,13,163
230,74,72,56,6,136
100,150,149,76,73,97
190,198,138,122,188,169
119,154,230,110,179,182
251,67,20,58,66,144
72,147,21,38,203,176
83,149,102,240,11,198
24,140,253,133,169,110
201,177,11,130,91,32
211,141,28,180,129,145
208,11,56,18,13,251
63,158,114,86,80,164
186,23,17,61,193,85
44,197,138,135,59,208
208,4,120,240,61,115
39,169,114,136,48,165
1,24,97,106,82,233
214,111,61,114,23,97
167,152,36,48,0,192
251,243,74,211,89,107
5,36,115,89,140,112
18,121,15,217,255,7
110,112,230,80,155,108
29,102,111,228,198,177
138,215,153,115,67,41
187,231,85,106,49,230
199,53,225,52,207,218
176,172,125,53,202,54
190,255,1,0,205,25
171,166,176,102,24,206
59,52,144,37,167,39
183,242,252,32,123,35
121,106,94,137,178,110
253,187,151,232,219,210
151,69,110,156,244,8
216,58,171,198,208,112
56,229,121,10,83,177
5,157,49,71,124,32
19,8,16,253,18,150
192,160,67,39,115,250
28,107,131,92,76,242
211,96,130,150,83,246
229,213,86,73,30,100
123,122,209,89,201,27
198,33,5,157,162,154
113,90,37,109,238,91
131,237,79,36,163,57
245,125,142,167,118,140
75,8,200,183,21,41
221,197,120,161,59,96
92,21,216,204,105,151
175,166,102,79,188,255
134,80,96,182,65,107
23,46,197,157,175,180
105,112,200,195,137,166
29,192,18,47,110,156
7,247,95,199,228,139
248,50,45,204,137,182
13,205,197,248,92,29
100,237,222,108,117,10
119,158,82,50,184,187
84,223,33,102,68,48
159,255,33,230,47,81
6,56,224,241,63,164
218,185,140,228,9,78
245,134,230,125,60,75
174,134,84,98,11,56
241,221,136,205,60,33
171,21,224,123,99,23
106,52,242,87,74,174
227,2,243,247,42,219
188,174,84,171,214,135
176,85,48,17,172,189
4,107,156,193,203,42
208,10,66,112,198,12
203,77,37,115,67,192
142,29,96,225,100,200
154,30,176,140,122,48
65,219,26,194,245,148
181,34,166,67,84,215
169,21,183,129,77,77
63,40,98,155,19,61
37,3,29,52,179,252
66,43,135,129,140,204
59,127,155,13,242,122
141,56,82,79,49,174
123,1,238,138,152,74
209,55,225,116,197,231
140,178,21,244,213,106
14,30,139,93,85,162
46,213,167,206,29,154
111,32,254,245,125,194
105,3,31,117,244,231
16,218,97,242,167,211
116,250,138,89,205,8
91,174,253,31,79,166
78,227,139,164,93,253
106,120,55,18,82,97
30,22,194,102,30,98
141,147,85,150,20,167
226,208,241,121,243,49
141,247,245,232,149,21
229,10,235,4,195,0
27,183,103,127,225,50
196,156,133,121,214,155
109,5,29,14,153,59
165,181,144,173,244,81
241,164,84,220,251,194
36,190,61,43,236,114
113,203,236,108,237,241
233,62,22,97,119,184
161,119,215,71,125,177
70,7,210,79,118,181
202,197,60,204,143,109
38,35,173,136,80,36
34,96,51,119,89,206
155,212,55,215,216,39
248,110,56,180,24,91
139,182,147,223,124,236
180,170,119,187,128,115
155,163,184,66,252,83
177,27,140,219,154,213
225,126,201,160,77,41
246,31,128,22,12,11
